sample_id,language,origin,text,source_id,avg_sentence_length,std_sentence_length,punctuation_density,avg_word_length,type_token_ratio,function_word_ratio
de_73,de,human,"Rapid schließt drei Tage nach der Tracht Prügel in Valencia mit einem Sieg bei Sturm Graz zu Salzburg auf. Philipp Schobesberger lässt mit zwei Toren den Heilbrunnen sprudeln. Graz – Rapid Wien hat sich in der Bundesliga für das 0:6-Debakel in der Europa League in Valencia rehabilitiert. Die Hütteldorfer setzten sich am Sonntag bei Sturm Graz 2:0 (1:0) durch und schlossen damit nach Punkten wieder zu Tabellenführer Salzburg auf. Für die Tore sorgte Philipp Schobesberger (12., 71.). Nach dem Cup-Aus gegen die Admira und der Europacup-Pleite in Spanien blieb Rapid in der Meisterschaft auf Kurs. Im dritten Ligaspiel des Jahres gab es den dritten Sieg. Die Wiener sind zudem als einziges Team noch ohne Gegentor. Sturm dagegen muss auch nach dem vierten Pflichtspiel 2016  auf den ersten Sieg warten, der Rückstand des Tabellenvierten beträgt bereits zwölf Punkte. Sturm-Trainer Franco Foda setzte auf ein 4-1-4-1-System mit Daniel Offenbacher als einzigem defensivem Mittelfeldspieler. In der Offensive rückten die jungen Sascha Horvath und Andreas Gruber sowie Stürmer Roman Kienast in die Mannschaft. Bei Rapid vertraten Thomas Murg und Srdjan Grahovac die verletzten Florian Kainz (Gehirnerschütterung) und Steffen Hofmann (Wadenprobleme). Schobi mal zwei  Sturm begann vor 12.500 Zuschauern – dem besten Besuch in der UPC-Arena seit dem ersten Heimspiel gegen Rapid im August (2:2) – ambitioniert. Einen Offenbacher-Fernschuss drehte Richard Strebinger über die Latte (5.). Rapid nutzte aber die erste Gelgenheit: Thanos Petsos schickte Schobesberger auf die Reise, der etwas entgegen dem Spielverlauf zwischen die Beine von Torhüter Michael Esser traf. Sechs Minuten später enteilte Schobesberger erneut Tanju Kayhan, hob den Ball aber am langen Eck vorbei (18.). Auf der Gegenseite landete ein abgefälschter Schuss von Klem knapp über dem Tor (27.), ein weiterer Versuch von Thorsten Schick knapp daneben (28.). Mit der Führung im Rücken bekam Rapid das Spiel besser unter Kontrolle, einen Murg-Schuss parierte Esser (37.). Die Grazer konnten nach Seitenwechsel nicht mehr zusetzen, zeigten zu wenig Kreativität und Probleme im Spielaufbau. Rapid verwaltete den Vorsprung und ließ kaum Chancen zu. Dem Ausgleich am nächsten kam Horvath, der von der Strafraumgrenze die linke Stange traf (70.). Für die Vorentscheidung sorgte Schobesberger praktisch im Gegenzug. Bei einem Idealzuspiel von Mario Pavelic startete er erneut richtig, umspielte Esser und erzielte seinen sechsten Ligatreffer. Den Matchball ließ der eingewechselte Philipp Prosenik aus, der im Konter allein vor Esser das Außennetz traf (77.). Rapid machte dennoch einen großen Schritt in Richtung Europacup-Qualifikation für die kommende Saison. Die ersten drei haben ihren Platz fix. Sturm fehlen nach der zweiten Heimniederlage der Saison, der ersten seit Ende August gegen Salzburg (2:3), schon acht Punkte auf die drittplatzierte Austria. Gegen Rapid haben die Grazer acht Partien in Folge nicht gewonnen, 13 Runden sind noch zu spielen. (APA, 21.2.2016) Bundesliga, 23. Runde, Sonntag SK Sturm Graz – SK Rapid Wien 0:2 (0:1)UPC-Arena, 13.000 Zuschauer, SR Drachta Tore: 0:1 (12.) Schobesberger0:2 (71.) Schobesberger Sturm: Esser – Kayhan, Avlonitis, Kamavuaka, Lykogiannis – Offenbacher – Schick, Horvath, Gruber, Klem – Kienast Rapid: Strebinger – Pavelic, Sonnleitner, M. Hofmann, Stangl – Grahovac, Petsos – Murg, Schwab, Schobesberger – Jelic",,11.304347826086957,7.450910551934579,0.17425742574257425,5.782178217821782,0.6554455445544555,0.16831683168316833
de_74,de,human,"Bei den Internationalen Filmfestspielen von Venedig sind manche US-Produktionen nur außer Konkurrenz zu sehen: ""Spotlight"" von Thomas McCarthy erzählt etwa von den investigativen Journalisten des ""Boston Globe"" und einem Skandal in der katholischen Kirche. Im Programm von Venedig sitzen die Kinofilme entspannt wie die letzten Saisongäste am Strand beisammen. Doch die Gemeinsamkeit trügt, am Ende des Tages werden sich viele davon in einer anderen Öffentlichkeit bewähren müssen. Cary Fukunagas Beasts of No Nation, der sich das Drama eines afrikanischen Kindersoldaten reichlich naiv als blutiges Abenteuerspiel ausmalt, wird im Herbst bei Netflix ausgestrahlt. Der neue Film des Russen Alexander Sokurow, Francofonia, sieht hingegen nur so aus, als wäre er für das Arte-Spätabendprogramm inszeniert: Der Essay um den Louvre und das Schicksal von Kunstschätzen in historisch bewegten Zeiten bleibt trotz übereinandergestapelter Bildschichten visuell unbeweglich. Schließlich sind da noch die US-Filme, die am ersten Wochenende den größten Wirbel bereiten. Angeführt von Stars kommen sie auf den Lido, um nächste Woche weiter zum Festival in Toronto zu ziehen. An dieser Kick-off-Logik liegt es auch, dass einige von ihnen hier nur außer Konkurrenz zu sehen sind. Der kompakteste davon ist Thomas McCarthys Spotlight. Es geht um jene aufsehenerregenden Fälle von sexuellem Missbrauch in der katholischen Kirche, die Anfang 2000 durch die Tageszeitung Boston Globe aufgedeckt wurden. McCarthys kluges Drehbuch ist vollkommen auf die journalistische Recherche konzentriert – Spotlight ist der Name der berühmten investigativen Abteilung der Zeitung. Unweigerlich denkt man bei diesem Film an Genreklassiker wie den Watergate-Film All the Presidents Men. Doch die Spannung entsteht hier dadurch, dass der Fall offen daliegt, ihn aber lange niemand aufzugreifen wagte. Die Journalisten attackieren im Grunde das verlogene Selbstverständnis einer Stadt, in der die Macht der Kirche bis in Institutionen hineinreicht. Quellen wurden vertuscht, mögliche Zeugen mit Zahlungen zum Schweigen gebracht. McCarthy widersteht der Versuchung, daraus ein eindimensionales Heldenepos zu zimmern. Stattdessen setzt er auf klassisches Erzählkino, das parallelen Linien folgt, die in einem engagierten Team zusammenlaufen. Das großartige Cast verleiht den Figuren bis in Nebenrollen hinein individuelle Töne: Liev Schreiber ist der erste jüdische Chefredakteur des Globe, der sich gegen die katholische Nomenklatura stellt; Michael Keaton der gewiefte Leiter des Investigativteams; Mark Ruffallo ein rasender Reporter, der auf der Straße den nötigen Nachdruck erzeugt. Der Boston Globe hat auch in Black Mass einen kurzen rühmlichen Auftritt: US-Regisseur Scott Cooper erzählt vom irischstämmigen Mobster Whitey Bulger, der seine Karriere in Boston der versteckten Zusammenarbeit mit dem FBI verdankt. Das dünne Haar nach hinten gekämmt, die Augenfarbe verwaschen blau, die Stimme rau, bedrohlich, überrascht Johnny Depp hier mit der Darstellung eines eiskalten Kriminellen. Es dauert jedoch ein wenig, bis man sich an die Maske gewöhnt; bis die Gewalt dahinter richtig zum Vorschein kommt. Die faszinierendere Auseinandersetzung mit Machismo ist dem Brasilianer Gabriel Mascaro mit Neon Bull geglückt. Der Film führt ins Feld der Vaquejada, einer brachialen brasilianischen Rodeoform, bei der zwei Reiter einen Stier zu Fall bringen müssen. Die Breitwandbilder von Kameramann Diego Garcia, der zuletzt auch Cemetery of Splendor von Apichatpong Weerasethakul fotografiert hat, bleiben bewusst auf Distanz zu dem hormongesättigten Milieu, betonen dabei jedoch umso mehr die sinnlichen Seiten dieser Welt aus Schweiß, Gewalt und Sexualität. Widersprüche entstehen zwischen dem archaischen Dasein und moderneren Sehnsüchten der Figuren: So träumt der zentrale Cowboy (Juliano Cazarre) eigentlich davon, einmal Modeschöpfer zu sein.",,21.76,9.944968577124817,0.11948529411764706,6.189338235294118,0.7040441176470589,0.1948529411764706
de_75,de,human,"Bundespräsident zu Starmoderatorin Amanpour: Annahme von Iran-Einladung ""lange abgewogen"". Wien – Bundespräsident Heinz Fischer hat den Plan von EU-Kommissionschef Jean-Claude Juncker für die Verteilung von insgesamt 160.000 Flüchtlingen auf alle EU-Staaten als gut gelobt. Es sei fair und gerecht, wenn Österreich 2,5 bis drei Prozent der an der EU-Außengrenze ankommenden Flüchtlinge aus Konfliktgebieten aufnehme, sagte Fischer am Donnerstag gegenüber dem US-Nachrichtensender CNN . In dem am Donnerstagabend (MESZ) ausgestrahlten Interview meinte Fischer, solche Quoten seien notwendig. Die von der EU vorgesehene Zahl könne entsprechend der österreichischen Bevölkerung und der Wirtschaftsleistung bewältigt werden. Österreich soll laut dem Plan 3.640 Menschen aufnehmen, den Löwenanteil schultern Deutschland mit 31.443 und Frankreich mit 24.031 Menschen. Fischer lobte auch die Hilfsbereitschaft und das Engagement der Zivilbevölkerung. Auf den Verweis von CNN-Starmoderatorin Christiane Amanpour, dass die österreichische anti-immigration party FPÖ in Umfragen sogar an der Spitze liege, meinte Fischer, die Regierungskoalition aus SPÖ und ÖVP würde andererseits von weiteren Oppositionsparteien wie den Grünen in ihrer Flüchtlingspolitik unterstützt. Wir haben da einen positiven und humanen Zugang, der die Ablehnung der Freiheitlichen Partei hoffentlich übertrifft. Österreich wird dieses schwierige Problem bewältigen, gab sich der Bundespräsident zuversichtlich und verwies auch auf ähnliche Situationen in den Jahren 1956 während des Ungarn-Aufstands und 1968 während des Prager Frühlings in der Tschechoslowakei. Diesmal handle es sich aber um weltweite oder europaweite Katastrophen, die viel menschliches Leid verursachen würden. Fischer hob auch das Engagement der ÖBB bei der Bewältigung des Flüchtlingszustroms hervor. Die Ursachen der Migrationsströme müssten aber bekämpft werden. Wir müssen alles tun, um den Krieg in Syrien zu stoppen oder die Turbulenzen im Irak und im Libanon. Die Flüchtlinge sind Opfer der Bürgerkriege im Nahen Osten. Auf seinem jüngsten Besuch im Iran angesprochen, berichtete Fischer dem US-Sender, er habe die Annahme der Einladung lange abgewogen. Der als moderat geltende iranische Präsident Hassan Rohani habe auf ihn den Eindruck eines verhandlungsbereiten Politikers gemacht. Er hat gesagt, er setzt sich mit jedem zusammen, das ist meiner Meinung nach wichtig.",,14.954545454545455,8.93144227753977,0.1196319018404908,6.411042944785276,0.7116564417177914,0.2116564417177914
de_76,de,human,"Einer von fünf Angeklagten im Vatileaks-2-Prozess nun unter Hausarrest. Vatikanstadt – Der einzige Gefängnisinsasse im Vatikan muss Weihnachten nicht hinter Gittern verbringen: Der spanische Geistliche Lucio Angel Vallejo Balda, einer der fünf Angeklagten im Vatileaks-2-Prozess, sei aus der Zelle der vatikanischen Gendarmerie entlassen und in eine Unterkunft im päpstlichen Staat gebracht worden, teilte der Vatikan am Mittwoch laut Kathpress mit. Dort stehe er seit Dienstag unter Hausarrest, so Sprecher Federico Lombardi. Der Sekretär der Präfektur für die wirtschaftlichen Angelegenheiten des Heiligen Stuhls sitzt seit Anfang November in Untersuchungshaft im Vatikan. Er war der einzige Häftling im Vatikan. Die Staatsanwaltschaft wirft ihm vor, vertrauliche Unterlagen an zwei italienische Journalisten weitergegeben zu haben. Seit Anfang Dezember muss sich Vallejo vor einem vatikanischen Gericht verantworten. Im droht eine mehrjährige Haftstrafe.",,15.875,13.869368226418967,0.11023622047244094,6.543307086614173,0.8031496062992126,0.14173228346456693
de_77,de,human,"Das Zentrum für Soziale Innovation ist beteiligt an EU-Projekt für mehr Verantwortung in der Wissenschaft. Wien - Im Verhältnis von Wissenschaft und Gesellschaft lässt sich eine Doppelbewegung ausmachen: Einerseits rücken durch die Technisierung zunehmend Artefakte der Wissenschaft in die Lebenswelt, andererseits werden Forschung und die daraus resultierenden Anwendungen immer spezialisierter und entziehen sich so zunehmend dem Verständnis der meisten. Angesichts der starken Veränderungen der Lebenswelt durch den wissenschaftlichen Fortschritt hat die Europäische Kommission daher eine Initiative gestartet, die Wissenschaft und Gesellschaft wieder näher zusammenrücken lassen sollen. Federführend dabei ist ein Konzept, das Responsible Research and Innovation (RRI) genannt wird. 26 Institutionen sind europaweit an dem von der EU geförderten RRI Tools-Projekt beteiligt, bei dem es darum geht, sowohl Wissenschaftern als auch politischen Entscheidungsträgern, Wirtschaftstreibenden und der breiten Bevölkerung Tools zur Verfügung zu stellen, die letztlich zu einer nachhaltigen Forschung beitragen sollen. Das Vokabular ist dabei nicht unumstritten: So mutet es etwas technokratisch an, von Werkzeugen zu sprechen, wo es darum geht, neue Praktiken zu entwickeln und einen Sinneswandel und Selbstreflexion herbeizuführen. Auch gebe es Kritik, dass das Konzept irgendwo einmal ausgedacht worden ist, aber ihm noch die Bodenhaftung und die praktische Umsetzung fehlt, sagt die Soziologin Ilse Marschalekvom Zentrum für Soziale Innovation (ZSI), die in Österreich für die Koordination zuständig ist. Gemeinsame Verantwortung Wenn Wissenschafter mit RRI konfrontiert werden, komme es nicht selten vor, dass sie sich zunächst angegriffen fühlen und fragen: Waren wir bis jetzt nicht verantwortungsvoll genug?, berichtetMarschalek, das ist aber natürlich nicht gemeint, sondern es geht darum, dass die Verantwortung von allen gleichermaßen getragen wird - von Wissenschaftern, Policy Makers und der Wirtschaft. Nachdem in den letzten eineinhalb Jahren zahlreiche Gespräche und Workshops mit verschiedenen Akteuren stattfanden, geht es im nächsten Schritt um die Entwicklung von Werkzeugen - mit dem Ziel, RRI durchzusetzen. Wie diese genau aussehen werden, sei noch unklar. Denkbar wären etwa Trainingsmaterialien, Kurzvideos, Poster oder Powerpoint-Präsentationen, mit denen das Konzept von RRI vermittelt werden kann und Handlungsanleitungen gegeben werden können, die eigenen Aktivitäten hinsichtlich RRI zu beurteilen. Letztlich geht es um eine nachhaltige Forschung, um einen Paradigmenwechsel in der Wissenschaft, sagt Marschalek, eine Bewegung hinaus aus dem Elfenbeinturm, hin zu Science with and for society. Dabei sei nicht nur ein Einstellungswandel unter den Forschern erforderlich, sondern es gehe auch darum, die Forschungsförderung zu überdenken, sagt Katharina Handler, die am ZSI ebenfalls am Projekt beteiligt ist. Es müsse reflektiert werden, wie viel Geld wofür ausgegeben wird und welchen Gesellschaftsgruppen das nützlich ist. Mit den neuen technischen Möglichkeiten müssen wir auch einen neuen Ansatz in der Reflexion finden, wie diese Technologien von allen akzeptiert werden können, sagt Marschalek. Warum es gerade jetzt ein gesteigertes Verantwortungsbewusstsein der Wissenschaft brauche, begründet Marschalek mit den veränderten technischen Möglichkeiten: Mit Nanotechnologie bis hin zu Gentechnik verschiebe sich die Grenze, wozu Forschung imstande ist. Wissenschaft und Technik infiltriert unser Leben immer mehr. Ganz selbstverständlich kommen wir jeden Tag mit Hightech in Berührung. Dementsprechend haben die Leute mehr Interesse und mehr Möglichkeiten, sich zu interessieren und sich zu engagieren, sagt Marschalek. Neue Initiative Eine ähnliche Stoßrichtung wie das RRI Tool-Projekt verfolgt die Initiative Responsible Science - Wissenschaft und Gesellschaft im Dialog des Wissenschaftsministeriums. Im Sinne einer nachhaltigen Innovationsorientierung soll damit das Interesse der Gesellschaft an Wissenschaft und Forschung gestärkt werden - mit dem Langzeitziel, die überdurchschnittlich wissenschaftsskeptischen Österreicher näher an die Forschung heranzuführen, um sie so dafür zu begeistern.",,25.363636363636363,10.30686203258187,0.12746858168761221,6.597845601436266,0.599640933572711,0.19210053859964094
de_78,de,human,"Behörden schätzen, dass die Versorgung in den nächsten zwei Jahren 7,4 Milliarden Euro kosten werde. Der Volltext dieses auf Agenturmeldungen basierenden Artikels steht aus rechtlichen Gründen nicht mehr zur Verfügung.",,15.0,0.0,0.13333333333333333,6.3,1.0,0.13333333333333333
de_79,de,human,"Bahn hat 600 Wagen im Fuhrpark. Wien – Die ÖBB wollen mit nicht ausgelasteten Dienstwagen ins Autoverleihgeschäft einsteigen. Wir haben einen betrieblichen Fuhrpark von rund 600 Autos. Diese wollen wir in unser Mobilitätsangebot integrieren, indem wir sie unseren Kunden zu günstigen Konditionen anbieten, sagte ÖBB-Chef Christian Kern dem Kurier. Ein Ausbau des Services durch den Kauf zusätzlicher Wagen ist nicht geplant. Die Kunden haben dabei weniger Flexibilität als bei anderen Carsharing-Modellen: Sie müssen die ÖBB-Autos wieder zum Ausleihbahnhof zurückbringen. Derzeit läuft ein ÖBB-interner Testlauf, bei dem die Bahnmitarbeiter die Autos buchen können. Im Sommer will die Bahn zusätzlich ins boomende Fernbusgeschäft einsteigen.",,12.75,4.763139720814412,0.11764705882352941,6.2745098039215685,0.8431372549019608,0.10784313725490197
de_80,de,human,"Der Ex-US-Zentralbankchef war fast zwei Jahrzehnte lang der mächtigste Geldpolitiker der Welt, die Krise hat den Ruf ramponiert. New York/Washington-  Der großartigste Zentralbanker in der Weltgeschichte, hieß es in den Lobeshymnen der Politiker noch, als die USA Greenspan zur Jahrtausendwende für weitere vier Jahre an die Spitze der US-amerikanischen Notenbank Federal Reserve (Fed) beriefen. Der damals bereits seit 13 Jahren amtierende Fed-Chef galt in der Welt des Geldes als Maß aller Dinge, genoss Kultstatus an den Finanzmärkten und hatte die Rückendeckung sowohl von Republikanern als auch von Demokraten. Der Mann hinter dem Geld schien unantastbar – die Märkte feierten ihn als Orakel und Maestro.  Als solcher hat er ab den späten 1990er-Jahren Krisenherde mit Geldspritzen erstickt, wobei die Dosis von Mal zu Mal gesteigert wurde. Auf dem Höhepunkt der Finanzkrise Anfang 2009 reduzierte sein Nachfolger Ben Bernanke den Leitzins bis an die Nulllinie. Mit der Finanzkrise kam auch Greenspans persönlicher Absturz. Das Genie, dem Konjunktur und Inflation zu gehorchen schienen, wurde zum Sündenbock. An seinem 90. Geburtstag heute Sonntag steht Greenspans Name vor allem für eine fahrlässige Niedrigzinspolitik, die einem verheerenden Crash den Boden bereitete. Greenspan hat seinen Job von Paul Volcker übernommen. Der in New York aufgewachsene Sohn eines Börsenmaklers hatte 1977 an der New York University promoviert. 1987, direkt nach seinem Amtsantritt bestand er quasi die Feuertaufe mit dem als Schwarzer Montag in die Finanzgeschichte eingegangenen Börsenbeben. Die Fed öffnete die Geldschleusen, um die Panik der Anleger mit expansiver Liquidität zu kontern. Die Methode wirkte.  Greenspans Erfolg hielt an – unter seiner geldpolitischen Führung legte die US-Wirtschaft eine der längsten Boomzeiten hin. Anfang 2000 beschrieb der Economist den Notenbanker als Allmächtigen der Finanzwelt: Investoren verlassen sich so sehr auf Greenspans magische Hand, dass sie die Aktien in der Annahme hochbieten, dass er sie schon retten wird, wenn es schief geht. Es dauerte noch sieben Jahre bis zum Absturz. Als der Terroranschlag auf das World Trade Center 2001 die Börsen erzittern ließ, griff Greenspan zur bewährten Medizin – und senkte die Leitzinsen. Es wirkte. Heute sieht die Expertenwelt die Sache weitgehend so: Die Geldschwemme aus dem Greenspan-Tropf war ein Wegbereiter der Spekulationsblasen, die 2007 zum Zusammenbruch des Häusermarktes und dann zum konjunkturellen Kollaps führten. Die schlimmste Wirtschaftskrise der Nachkriegszeit fiel aber nicht mehr in Greenspans Amtszeit. Er ging 2006 in Pension – die Aufräumarbeiten übernahm sein Nachfolger Ben Bernanke. Teilweise ist auch die jetzige Fed-Chefin Janet Yellen noch damit beschäftigt. Fehler gesteht Greenspan aber nicht ein – er habe schließlich wiederholt vor Übertreibungen an den Immobilien- und Kreditmärkten gewarnt.",,16.8,9.587491851365508,0.1,5.919047619047619,0.6785714285714286,0.2
de_81,de,human,"Mit einer kleinen Panne wurde die Großbaustelle abgeschlossen, geplantes Budget um 500.000 Euro unterschritten. Wien – Per Vakuumsauger sollte am Freitag symbolträchtig der letzte Stein ins neue Pflaster der verkehrsberuhigten Mariahilfer Straße bugsiert werden. Allerdings fehlte es an Haftung, der Stein fiel und brach. Erst im zweiten Versuch gelang es der versammelten Politikerschar, die Mahü endgültig zu beschließen. Dennoch zeigte sich vor allem Verkehrsstadträtin Maria Vassilakou (Grüne) hörbar erleichtert. Der notwendige zweite Anlauf kann durchaus als symptomatisch für die Geschichte der neuen Wiener Mariahilfer Straße gesehen werden: Waren doch nach der ersten Vorstellung des Projekts viele – darunter vor allem Wirtschaft und Opposition – gegen die Umwandlung der Einkaufsmeile in eine Begegnungs- und Fußgängerzone. Auch der Koalitionspartner SPÖ stürzte sich nicht gleich mit vollem Elan in die Mahü-Neugestaltung. Erst das knappe positive Votum der Anrainer in den Bezirken Mariahilf und Neubau besiegelte die neue Mariahilfer Straße. Der Gegenwind ist auch an Vassilakou nicht spurlos vorübergegangen. Das eine oder andere graue Haar, das in den vergangenen zwei Jahren dazugekommen ist, hat sicher mit der Mahü tun, betonte sie heute. Noch könne sie gar nicht wirklich begreifen, dass die Mariahilfer Straße endgültig fertig sei. Und das im Zeitrahmen und billiger als ursprünglich angenommen. Noch ist zwar nicht alles genau abgerechnet, der Projektkoordinator Peter Lux geht von einer voraussichtlichen Budgetunterschreitung von 500.000 Euro aus. Insgesamt waren für den mehr als einjährigen Umbau 25 Millionen Euro veranschlagt worden. Es ist ein gelungenes Projekt, das mich sehr glücklich macht, sagte Vassilakou. Die Mahü sei aber auch ein Lernerfolg gewesen. Denn jetzt wisse man, wie man zukünftige Projekte dieser Größenordnung angehen werde. Rückblickend wäre es etwa sinnvoll gewesen, einen kleinen Abschnitt der Einkaufsmeile gleich neu zu gestalten, um ein konkretes Anschauungsobjekt als Entscheidungsgrundlage zu haben. Die Mahü soll jedenfalls nicht die letzte Tat sein: Es gibt viele Wünsche auf Bezirksebene nach Neugestaltungen, meinte Vassilakou. Ziel sei es, die Lebensqualität in jedem Bezirk durch Verkehrsberuhigung und mehr Grünflächen zu verbessern. Die Mariahilfer Straße sei aufgrund der Dimensionen aber sicherlich das größte Projekt der vergangenen und nächsten Jahre gewesen, meinte die Stadträtin. Jetzt wird aber erst einmal die Mariahilfer Straße gefeiert: Nach dem offiziellen Akt heute, bei dem auch die Bezirksvorsteher von Mariahilf, Markus Rumelhart (SPÖ), und Neubau, Thomas Blimlinger (Grüne), anwesend waren, sollen am Samstag alle was davon haben. Beim Eröffnungsfest wird es unter anderem Auftritte der Song-Contest-Starter The Makemakes sowie von Tagtraeumer geben, Passanten können sich mit Kinderunterhaltung, einem Kletter-Wettbewerb, Flying-Fox-Fahrten oder auf der kollektiven Rüttelplatte vergnügen. Dafür wird die komplette Mariahilfer Straße für den Verkehr gesperrt, auch der 13A muss noch einmal ausweichen und wird am Samstag geteilt geführt. Der Bus fährt zwischen Alser Straße/Skodagasse und Neubaugasse/Westbahnstraße sowie zwischen Hauptbahnhof und Neubaugasse (U3), wie die Wiener Linien mitteilten. Aber nicht alle zeigten sich heute rundum zufrieden: Es sei zu früh für Jubelmeldungen, befand etwa der Autofahrerclub ÖAMTC. Weder die Abläufe auf der neuen Begegnungsfläche noch die Auswirkungen auf die Umgebung können zu diesem Zeitpunkt seriös bewertet werden, so Bernhard Wiesinger vom ÖAMTC per Aussendung. Eine Übertragung auf andere Bezirke sei zu diesem Zeitpunkt daher nicht sinnvoll. (Video: Sarah Brugner & Michael Luger, Text: APA/red, 31.7.2015)",,15.878787878787879,9.508393662754697,0.1326923076923077,6.2,0.6673076923076923,0.18846153846153846
de_82,de,human,"Behandlung im Krankenhaus. Jerusalem – Nach einem lebensbedrohlichen Hungerstreik hat Israel der Freilassung eines palästinensischen Häftlings zugestimmt. Khader Adnan, ein ranghohes Mitglied des Islamischen Jihad, solle noch vor Ende des muslimischen Fastenmonats Ramadan freikommen, berichtete das israelische Fernsehen am Montag. Im Gegenzug habe er zugestimmt, seinen Hungerstreik nach 55 Tagen abzubrechen. Adnan werde angesichts seines schlechten körperlichen Zustands in einem israelischen Krankenhaus behandelt. Es war ein neuer Ausbruch der Gewalt zwischen Israel und den Palästinensern befürchtet worden, sollte der in den Palästinensergebieten populäre Häftling sterben. Der Islamist war immer wieder von Israel festgenommen und ohne offizielle Anklage in Haft gehalten worden – zuletzt vor einem Jahr im Rahmen einer Festnahmewelle im Westjordanland. Israel reagierte damit auf die Entführung und Ermordung dreier Jugendlicher durch militante Palästinenser. Im Februar 2012 hatte Adnan nach einer ähnlichen Einigung einen 66-tägigen Hungerstreik beendet. Mit der Aktion protestierte er gegen seine sogenannte Verwaltungshaft in Israel. Dabei können die Betroffenen für sechs Monate und länger ohne Anklageerhebung aus Sicherheitsgründen festgehalten werden.",,14.909090909090908,6.402478858785094,0.0975609756097561,6.7439024390243905,0.8109756097560976,0.13414634146341464
de_83,de,human,"""Unhygienisch"", ""diskriminierend"": Chinese Christian Union fordert Entfernung. San Francisco – Eine religiöse Gruppe in San Francisco stößt sich an einem Freiluft-Pissoir, das die Stadt kürzlich am Rand eines beliebten Parks aufgestellt hat. Wie der Sender NBC am Dienstag berichtete, hatten sich viele Anrainer für das erste öffentliche Pissoir dieser Art in den USA ausgesprochen. Doch nun hat die Chinese Christian Union gemeinsam mit einigen Bürgern geklagt. Laut Klageschrift machen sie unter anderem geltend, dass die nur mit einem Gitter abgeschirmte Anlage anstößig sei und die Privatsphäre der Benutzer verletze. Zudem sei das Pissoir eine Geruchsbelästigung und unhygienisch, auch weil man sich nicht die Hände waschen könne. Die Kläger führen außerdem an, dass die Einrichtung für Frauen und Behinderte diskriminierend sei. Sie fordern die Entfernung des Pissoirs. Die Stadt hatte das Pissoir im Zuge einer Renovierung der Dolores-Park-Anlage zusätzlich zu traditionellen Toilettenhäuschen gebaut. Damit wollte man unter anderem dem Wildpinkeln in der Anlage vorbeugen. Die Stadtverwaltung will sich den Forderungen der Kläger nicht beugen. In einer Mitteilung heißt es, dass Dolores Park seit Jahren für seinen spektakuläre Aussicht und für eine lebendige Gegenkultur mit nackten Sonnenanbetern und Drogengenuss bekannt ist. Es sei verwunderlich, dass sich die Kläger ausgerechnet an einem Pissoir stoßen, teilte Matt Dorsey, Sprecher der städtischen Justizbehörde, mit.",,16.076923076923077,6.474346280769482,0.11961722488038277,6.095693779904306,0.7129186602870813,0.18181818181818182
