text,language,origin
"Hier ist eine Neufassung im typischen Stil einer Kulturberichterstattung, die Länge und Thema beibehält:

**Machtkämpfe im Kriegsrausch: Ivo van Hoves „Kings of War“ bei den Wiener Festwochen**

Fünf Stunden dauert der theatrale Parforceritt, den Ivo van Hove und die Toneelgroep Amsterdam im Museumsquartier auf die Bühne bringen. Unter dem Titel „Kings of War“ haben sie Shakespeares Königsdramen zu einem gewaltigen Marathon verdichtet, der die englische Geschichte im Zeitraffer durchläuft. Die Wiener Festwochen zeigen diese Produktion als exklusive Premiere. Autor Rob Klinkenberg hat Vorlagen aus „Heinrich V.“, „Heinrich VI.“ und „Richard III.“ zu einem fließenden Niederländischen verknüpft, doch der eigentliche Clou liegt im Zeitsprung: Ausstatter Jan Versweyveld hat für die Aufführung in Halle E einen düsteren „War Room“ entworfen, der stark an Winston Churchills historisches Hauptquartier erinnert. Die blutigen Fehden zwischen den Häusern Lancaster und York werden so ins 20. Jahrhundert transloziert.

Kaum ist Heinrich IV. verschieden, rollt der rote Teppich für die nächste Generation aus. Der Machtkampf gleicht einem Rudel Hyänen. Heinrich V. (Ramsey Nasr) agiert als eiskalter Stratege und Musterschüler der Kriegskunst, der zwar in Frankreich siegt, beim romantischen Candle-Light-Dinner mit der Prinzessin jedoch reichlich ungelenk wirkt – bevor er kurz darauf überraschend stirbt. Ganz anders sein Nachkomme Heinrich VI. (Eelco Smits): Ein zierlicher, weinerlicher Mann mit der Ausstrahlung eines Beamten, der den Schafen gleicht, die sich willig den reißenden Wölfen des Adels zum Fraß vorwerfen. 

Van Hoves Regiekonzept offenbart sich rasch. Der mobile Gefechtsstand ist als luxuriöse Lounge eingerichtet, komplett mit Fließwasser und Computern, während eine Empore samt Posaunen und Countertenor für sakrale Klangteppiche sorgt. Doch die eigentliche Politik findet im Verborgenen statt: Aseptisch weiße Korridore, durch die eine Handkamera streift, bilden das finstere Hinterzimmer der Macht. Hier lungern die Soldaten, hier wird intrigiert, vergiftet und gestorben. 

Das Publikum wird fünf Stunden lang durchaus kurzweilig unterhalten, nicht zuletzt dank hautnaher Video-Close-ups, die jede Regung registrieren. Dennoch lässt sich der Eindruck nicht abschütteln, dass Shakespeares komplexe Stoffe hier allzu stark vereinfacht werden. Für die tieferen, fast christologischen Dimensionen des Stoffes bleibt die Inszenierung taub; das Elend des schwachen Heinrich VI. hätte durchaus das Zeug zu einer modernen Heiligenlegende gehabt. Letztlich reduziert van Hove das historische Schlachtgetümmel auf das Format einer zeitgemäßen Fernsehserie, in der politische Gier mit schlichter Alltagspsychologie erklärt wird. Wenn dann im großen Finale Richard III. (Hans Kesting) seine mordlustige Tour de Force absolviert, wirkt das vor den gemütlichen Polstermöbeln wie die narzisstische Selbstbespiegelung eines Stadttheaterstars. Dem Premierenpublikum schien das freilich wenig auszumachen – es applaudierte zufrieden.",de,gemini
"Hier ist eine inhaltlich gleiche, natürlich formulierte Nachrichtenmeldung im gleichen Umfang:

**Moskau –** Der russische Konjunkturmotor stottert weniger stark als befürchtet. Wie die Weltbank am Montag mitteilte, korrigierte sie ihre Prognose für das laufende Jahr nach oben und rechnet nun mit einem Wirtschaftsrückgang von 2,7 statt der zuvor prognostizierten 3,8 Prozent. Zu dieser Entlastung tragen vor allem der wiedererstarkte Rubel sowie steigende Ölpreise bei, nachdem das schwarze Gold zuvor monatelang an Wert verloren hatte. Da Russland rund 40 Prozent seiner Staatseinnahmen aus dem Export von Erdöl generiert, schlägt sich dies direkt positiv nieder; zudem hat sich der Teuerungstrend verlangsamt. 

Die westlichen Wirtschaftssankitionen infolge der Ukraine-Krise belasten das Land indes weiterhin. Das Moskauer Wirtschaftsministerium zeigt sich ähnlich zuversichtlich wie die Weltbank und prognostiziert ein Minus von 2,8 Prozent beim Bruttoinlandsprodukt (BIP). Unabhängige Analysten blicken dagegen skeptischer auf 2015: Der Internationale Währungsfonds (IWF) geht von einem Einbruch der Wirtschaftsleistung um 3,4 Prozent aus. 

Mit Blick nach vorn rechnet Weltbank-Expertin Birgit Hansl jedoch wieder mit schwarzen Zahlen. So soll das BIP im kommenden Jahr um 0,7 Prozent und im darauffolgenden um 2,5 Prozent zulegen. Voraussetzung dafür seien jedoch dringend nötige Strukturreformen, zeigte sich Hansl zuversichtlich, dass diese in die kommenden Haushaltspläne einfließen und den Weg für eine nachhaltige Erholung ebnen werden.",de,gemini
"**Vorarlberg verfehlt Quote bei minderjährigen Flüchtlingen deutlich**

Bregenz – Mit Ausnahme von Niederösterreich und Salzburg verfehlen derzeit alle österreichischen Bundesländer ihre Quoten bei der Unterbringung unbegleiteter minderjähriger Flüchtlinge (UMF). Wie die „Vorarlberger Nachrichten“ in ihrer Montagsausgabe berichten, erfüllt Vorarlberg die Vorgabe aktuell nur zu knapp 60 Prozent; es fehlen demnach 113 Plätze. Noch schlechter schneiden laut dem Bericht lediglich Kärnten (rund 51 Prozent) und Tirol (rund 56 Prozent) ab. Im zentralen Erstaufnahmezentrum in Traiskirchner leben weiterhin mehr als 1.000 junge Menschen.

Kritik kam unter anderem vom Vorarlberger Kinder- und Jugendanwalt Michael Rauch. Er warf der Landesregierung vor, sich in der Öffentlichkeit besser darzustellen, als es die Realität bei den UMF-Quoten erlaube. Zudem gab er zu bedenken, dass Salzburg die Vorgaben im Grunde nur durch die Nutzung einer Kaserne mit rund 200 Jugendlichen erfülle.

Landesrätin Katharina Wiesflecker (Grüne) wies die Vorwürfe zurück und kündigte an, dass das westlichste Bundesland die Quote bereits im Frühjahr wieder erfüllen werde. Der Rückstand sei vor allem darauf zurückzuführen, dass mit Jahresbeginn 50 Jugendliche volljährig geworden seien, obwohl man im Dezember noch knapp 90 Prozent der geforderten Plätze bereitgestellt habe.

Unterdessen schlug Flüchtlingskoordinator Christian Konrad in den „VN“ vor, die Kriterien für Jugendquartiere zu überprüfen. Denkbar wären demnach Erleichterungen bei der Bauordnung oder den Barrierefreiheitsrichtlinien, während die eigentlichen Betreuungsstandards uneingeschränkt erhalten bleiben müssten.",de,gemini
"Hier ist eine redigierte, natürlich formulierte Nachrichtenfassung im gleichen Stil und ähnlicher Länge:

**Uniqa stellt sich radikal neu auf: Vorstand wird mehr als halbiert**

Wien – Der Uniqa-Konzern baut seine Strukturen grundlegend um und verschmilzt sämtliche operativen Inlandsversicherungen. Damit reagiert das Unternehmen nach eigenen Angaben vom Mittwochabend auf künftige strategische Herausforderungen. Durch die Reform schrumpft die Gesamtzahl der VorstandsPosten in Österreich – inklusive der Holding – massiv von bisher 22 auf nur noch 10 Personen. Die Umsetzung soll bis spätestens Ende des ersten Quartals 2017 abgeschlossen sein.

Konkret gehen die Raiffeisen Versicherung, die Salzburger Landes-Versicherung sowie die FinanceLife Lebensversicherung in der aufnehmenden Uniqa Österreich Versicherungen AG auf. Auch an der Spitze der börsennotierten Konzern-Holding wird abpeckt: Hier sinkt die Zahl der Vorstände von fünf auf drei. Die neuen Strukturen stehen allerdings noch unter dem Vorbehalt grünes Lichts von den Behörden.

Ab 1. Juni 2016 leitet Andreas Brandstetter (CEO) gemeinsam mit Kurt Svoboda (CFO/CRO) und dem neu in den Vorstand berufenen COO Erik Leyers die Uniqa Insurance Group AG; ihre Mandate laufen bis Mitte 2020. Svoboda und Leyers übernehmen diese Ämter in Personalunion auch für die Österreich- und International-Töchter. Die bisherigen Holding-Vorstände Hannes Bogner und Thomas Münkel verlassen das Haus auf eigenen Wunsch, während sich Wolfgang Kindl künftig ganz auf den Chefposten der Uniqa International AG konzentriert.

Den Vorstand der Uniqa Österreich bilden ebenfalls ab Juni Hartwig Löger (Vorsitzender), Klaus Pekarek, Kurt Svoboda, Erik Leyers sowie Peter Eichler und Andreas Kößl (die beiden Letzteren zusätzlich auch für den internationalen Bereich). Das Gremium der Uniqa International AG wird von Wolfgang Kindl angeführt, unterstützt von Zoran Visnjic, Johannes Porak sowie den genannten Doppel-Mandataren.

Gute Nachrichten gab es unterdessen bei den Finanzen: Gestützt auf ein um knapp zwölf Prozent gestiegenes Ergebnis vor Steuern (EGT) von 422,8 Millionen Euro will Uniqa die Dividende für 2015 von 42 auf 47 Cent je Aktie erhöhen. Das Konzernergebnis kletterte sogar um 14,2 Prozent auf 331,1 Millionen Euro. Für das laufende Jahr 2016 rechnet das Management wegen anstehender Investitionen allerdings mit einer möglichen Halbierung des Ergebnisses. Der endgültige, geprüfte Geschäftsbericht wird am 14. April vorgelegt.",de,gemini
"Hier ist eine umformulierte Version im Stil eines klassischen astronomischen Monatsberichts, die Länge und Inhalt beibehält:

Astronomische Aussichten: Der März bringt neben dem kalendarischen Frühlingsbeginn am 20. März um 5:30 Uhr (Tagundnachtgleiche) auch wieder spannende Himmelsereignisse. Während die Tage spürbar länger werden – die lichten Stunden wachsen von 11:04 Uhr (Monatsanfang) auf 12:50 Uhr (Monatsende) an – zeigt sich der Mond in all seinen Phasen: Das Letzte Viertel steht am 2. bei Saturn, gefolgt von einer in unseren Breiten unsichtbaren totalen Sonnenfinsternis zum Neumond am 9. März. Das Erste Viertel ist am 15. im Stier erreicht, und am 23. folgt der Vollmond in der Jungfrau, der ebenfalls mit einer hierzulande unsichtbaren partiellen Halbschatten-Mondfinsternis einhergeht. Im Monatsverlauf begegnet der Mond zudem Jupiter (21.), Mars (28./29.) sowie Saturn (29./30.) und erreicht am 25. seine Erdferne.

Auch bei den Planeten tut sich einiges: Merkur verbirgt sich vor unseren Blicken, während Venus noch bis zum 13. tief in der Morgendämmerung im Osten ausgemacht werden kann und vom Steinbock in den Wassermann wechselt. Mars zieht von der Waage in den Skorpion und ist in der zweiten Nachthälfte zu sehen. Jupiter leuchtet als auffälliger Nachtplanet im Sternbild Löwe, und Saturn zieht im Schlangenträger ebenfalls in der zweiten Nachthälfte seine Bahnen. 

Hinweise für Sternfreunde: Die mitgelieferte Sternkarte gilt für den 1. (21:16 Uhr) bzw. den 31. (19:18 Uhr). Das Freiluftplanetarium Sterngarten Georgenberg (Wien 23) lädt am Samstag, den 19.3., um 11:30 Uhr zum Frühlingstagundnachtgleichen-Mittag an der Tierkreisscheibe ein (bei Schönwetter mit Sonnen-Mittagsdurchgang). Zudem hält das Stadtlokal (Wien 1, Walfischg. 12) am Samstag, den 5.3., um 19:00 Uhr einen Vortrag zum Thema „An der Grenzfläche von Licht und Gravitation“ mit Exkurs zu Gravitationswellen (R. Vucsina). Info-Telefon: 01 889 35 41.",de,gemini
"Hier ist eine umformulierte Version im typischen Nachrichtenstil, die Länge und Inhalt beibehält:

Die britische Polizei hat ihre permanente Überwachung der ecuadorianischen Botschaft in London, wo sich Wikileaks-Gründer Julian Assange seit Jahren aufhält, überraschend aufgegeben. Wie Scotland Yard am Montag mitteilte, wird stattdessen der verdeckte Einsatz massiv ausgebaut; die rund um die Uhr stationierten Beamten seien nicht mehr verhältnismäßig. Der 44-jährige Australier lebt bereits seit Juni 2012 in dem diplomatischen Gebäude, um einer Festnahme zu entgehen. In Schweden ist er wegen des Vorwurfs sexueller Übergriffe per Haftbefehl gesucht, weist die Anschuldigungen jedoch zurück. Assange befürchtet zudem, bei einer Auslieferung an Schweden direkt an die USA überstellt zu werden – als Strafe für die Enthüllungen seiner whistleblower-Plattform. Die bisherige, jahrelange Polizeipräsenz vor der Botschaft kostete britische Steuerzahler Schätzungen zufolge umgerechnet über 16 Millionen Euro.",de,gemini
"**Khol fordert von Regierung mehr Reformen und rügt Kanzler Faymann**

Wien – Der Chef des ÖVP-Seniorenbundes, Andreas Khol, hat die Regierungsarbeit nach den ersten sechs Monaten grundsätzlich positiv bewertet, gleichzeitig jedoch dringende Reformen bei Pensionen, im Gesundheitswesen und in der Pflege eingefordert. Die Koalition müsse handeln, mahnte Khol am Dienstag bei einer Pressekonferenz, sonst drohe das politische Streiten zum „Streit auf dem Deck der Titanic“ zu werden. 

Lob gab es zwar für die Steuerreform – auch wenn dabei nicht alle Wünsche der älteren Generation erfüllt worden seien. Ein großer Haken sei jedoch, dass rund 230.000 Bezieher von Ausgleichszulagen von der Negativsteuer für Pensionisten ausgeschlossen sind. Besonders sauer stieß Khol auf, dass der Seniorenrat zuvor monatelang vergebens um ein Gespräch mit Kanzler Werner Faymann (SPÖ) gebeten hatte. Um diesen Missstand zu bekämpfen, kündigte Khol Musterprozesse vor Höchstgerichten an. 

Um das Image der Regierung aufzubessern, sei ein Kurswechsel überlebensnotwendig, so Khol. Positiv wertete er den jüngsten, konstruktiveren Ton in der Koalition. Bei der Bekämpfung der kalten Progression, einer langjährigen Forderung des Seniorenbundes, sprach er sich gegen jährliche Mini-Steuerreformen aus. Sinnvoller sei eine automatische Anpassung der Steuerstufen an die Teuerung, wie sie der Finanzminister ins Auge gefasst habe. Gegenfinanziert werden könnte dies durch Einsparungen in der Verwaltung, etwa über das von der SPÖ ins Spiel gebrachte Bundesregierungsamt.

Auf der Reformliste des Seniorenbundes ganz oben stehen zudem die Bereiche Pensionen und Gesundheit. Khol bemängelte, dass das Bonus-Malus-Modell noch immer aussteht und es beim Pensionsmonitoring weiterhin zu Dauerstreits über die Zahlen kommt. Ingrid Korosec, Obfrau des Wiener Seniorenbundes, forderte zudem Nachbesserungen im Gesundheitssystem. Es könne nicht sein, dass es bei den Primärversorgungszentren und Gruppenpraxen bislang nur ein einziges Pilotprojekt in Wien gebe. Sie verlangte von SPÖ-Bürgermeister Michael Häupl mehr Einsatz sowie neu verhandelte Hausarzt-Verträge, die längere Öffnungszeiten und einen stärkeren Fokus auf Vorsorge ermöglichen.",de,gemini
"**„Satire muss wehtun dürfen“ – „Spiegel“-Chefredakteur Brinkbäumer im Interview**

Wien – Im Rahmen der Wiener Journalismustage stand „Spiegel“-Chefredakteur Klaus Brinkbäumer dem *STANDARD* Rede und Antwort. Im Gespräch ging es um die digitale Zukunft des Nachrichtenmagazins, den Umgang mit Kritikern sowie die Grenzen der Kunst- und Meinungsfreiheit.

Mit Blick auf das digitale Geschäft zeigt sich Brinkbäumer zufrieden: Auf rund 50.000 verkaufte Digitalhefte und ein profitables Online-Portal könne man aufbauen. In Kürze starten die Tests für ein neues Bezahlmodell. Das verstaubte Wort „Bezahlschranke“ mag der Chefredakteur allerdings nicht; man wolle die Leserschaft nicht vergraulen, sondern exklusiven, hochwertigen Journalismus anbieten, der seinen Preis wert sei. Während aktuelle Tagesnachrichten überwiegend frei zugänglich bleiben sollen, kosten künftig tiefgründige und exklusive Stücke Geld. Als Vorbild dient dabei vor allem die *New York Times*. 

Auch dem Thema Adblocker will man künftig entschlossener entgegentreten. Ähnlich wie andere große Verlagshäuser könne er sich technische Sperren vorstellen, um den Qualitätsjournalismus adäquat zu finanzieren, so Brinkbäumer. 

In der Debatte um hitzige Leserforen und den Vorwurf der „Lügenpresse“ setzt der „Spiegel“ auf Offenheit statt Schließung. Man stelle sich bewusst der Diskussion, sei besser erreichbar und halte nichts davon, sich einschüchtern zu lassen. Journalistische Fehler müssten zwar eingestanden werden, doch lasse man sich von unberechtigten Verunglimpfungen nicht beirren. Das Magazin arbeite unabhängig; weder Politiker noch Anzeigenkunden diktierten die Inhalte.

Zur oft kritisierten Nennung der Herkunft von Straftätern verwies Brinkbäumer auf die Richtlinien des Presserats. Wichtig sei vor allem, sachlich und frei von Xenophobie zu berichten – insbesondere bei Tatverdächtigen vor einer rechtskräftigen Verurteilung. 

Deutliche Worte fand Brinkbäumer zum Fall des Türkei-Korrespondenten Hasnain Kazim, der aus Sicherheitsgründen abgezogen werden musste. Man kapituliere keineswegs vor Präsident Erdoğan, betonte der Chefredakteur: „Natürlich schreiben wir weiter“, jedoch sei an eine journalistische Arbeit vor Ort ohne Akkreditierung nicht mehr zu denken gewesen. 

Großen Rückhalt äußerte Brinkbäumer für den Satiriker Jan Böhmermann im Zuge der sogenannten Schmähkritik-Affäre. Satire dürfe alles, auch wenn nicht jeder Beitrag auf Gegenliebe stoße. Die Meinungsfreiheit dürfe dort nicht enden, „wo es wehtut“. Kanzlerin Merkel habe mit ihrem Vorgehen in der Causa jedenfalls falsch gelegen und sich nicht auf Erdoğans Seite stellen dürfen.

Angesprochen auf den geleakten internen „Innovationsreport“ zeigte sich Brinkbäumer unbeeindruckt. Solche Papiere seien dazu da, Schwächen angstfrei zu benennen und das Haus fit für die Zukunft zu machen. Von internem Streit zwischen Online- und Printredaktion, wie er oft kolportiert wird, sei längst nichts mehr zu spüren. Vielmehr ziehe man bei großen Projekten und Recherchen längst fest an einem Strang.",de,gemini
"Hier ist eine inhaltlich identische, natürlich klingende und in Umfang und Stil an den Originaltext angepasste Version für einen Nachrichten- oder Kulturbeitrag:

Eigentlich sollte es eine streng limitierte Sammlerstück-Rarität bleiben: Die Erstauflage von Wolf Wondratscheks Gedichtband *For a Life without a Dentist* war mit genau 444 Exemplaren bedruckt – und diese waren nach nur wenigen Wochen vergriffen. Da ohnehin einige Korrekturen anstanden, entschlossen sich Autor und Verlag kurzum zu einer zweiten Auflage mit weiteren 500 Stück. Der Titel des Bändchens, nach dem sich wohl die meisten Leser, aber kaum Zahnärzte sehnen, geht auf ein Kunstwerk des Malers Martin Kippenberger aus dem Jahr 1984 zurück. Die insgesamt 42 Gedichte entstanden teils für den Dichter selbst, vor allem aber für seinen am 27. Juli 1991 geborenen Sohn Raoul. 

„Das erste Gedicht habe ich am Tag seiner Geburt geschrieben“, erzählt der in Wien und München lebende Autor. In diesem Moment seien gleich zwei Menschen auf die Welt gekommen: sein Sohn und er selbst, und das in einer Rolle, auf die er völlig unvorbereitet war – als Vater. Das Werk bildet damit eine poetische Parallele zu Wondratscheks Roman *Das Geschenk* aus dem Jahr 2011. Darin beschreibt er sein Alter Ego Chuck, einen reiferen Mann – Wondratschek war selbst 49 Jahre alt, als sein Sohn zur Welt kam –, der im fortgeschrittenen Alter noch Vater wird. Ein Rezensent der Frankfurter Allgemeinen Zeitung brachte diese Haltung treffend auf den Punkt: Vater ja, angepasst niemals!

Obwohl Wondratschek und sein Sohn ab dem fünften Lebensjahr des Jungen getrennt lebten, bezeichnet er ihre Beziehung als äußerst eng. Das gängige Klischee vom benachteiligten Scheidungskind lässt der Autor nicht gelten: „Normalerweise hätte mein Sohn missraten müssen, er ist ein uneheliches Kind, er trägt auch nicht meinen Namen, dem fehlt die Nestwärme.“ Doch solche Vorurteile greifen für ihn zu kurz; andernfalls hätte beispielsweise auch ein Geist wie Hermann Hesse nie hervorgebracht werden können. Sorgenvolle Blicke, ob sich etwas in Raoul zu Ungunsten entwickeln könnte, hat er sich nie erlaubt. Ein ungeschütztes Kind sei für ihn letztlich viel spannender als ein behütetes.

Zu klassischen Anlässen wie Geburtstag oder Weihnachten überreichte der Vater seinem „Raoulito“ statt Geld traditionell einen Zettel mit einem frisch verfassten Gedicht. Ganz ohne Gebrauchsanweisung oder pädagogischen Zeigefinger. Wondratschek ist überzeugt: „Beziehung ist ein Spiel, das am besten funktioniert, wenn man sich Botschaften zukommen lässt, über die man nicht spricht.“ Die dahinterstehende Botschaft sei simpel: Du bist mir wichtig, deshalb schenke ich dir das, was mir selbst am meisten bedeutet – die Poesie. 

Dabei ging es ihm stets um Absichtslosigkeit. Kinder seien oft in ständiger Alarmbereitschaft, weil Erwachsene ihnen ständig etwas beibringen wollen, nach dem Motto: Ich habe länger gelebt, also weiß ich es besser. Diesem Drang zur Belehrung hat sich Wondratschek konsequent entgegengestellt, auch wenn er in dem Band ausnahmsweise einen Rat erteilt: *„RAT AN MEINEN SOHN / In jedem Raum / gibt es eine Ecke, die interessanter ist / als die übrigen drei – / und der setze dich / gegenüber.“* 

Ansonsten hält er wenig von den typischen Inszenierungen, etwa wenn Väter vorgeben, ein Spaziergang diene der reinen Erholung, während sie insgeheim eine Standpauke halten wollen. Er selbst hätte sich in seiner Jugend ein Zuhause gewünscht, in dem weniger befohlen wird. So nahm er die Vaterschaft auch als Chance zur Selbstreflexion und Erziehung: Wie vermittelt man jemanden das Gefühl, dass das eigene Leben zählt? 

Mittlerweile hat Raoulito Medientechnik studiert und verschiedene Verlagsvolontariate absolviert, ohne sich bereits endgültig auf einen Karriereweg festgelegt zu haben. Für den Vater kein Problem: Man müsse nicht schon in jungen Jahren wissen, wo die Reise im Leben hingeht. Ein Elternteil beurteile den Nachwuchs schließlich nicht nach beruflichen Ambitionen, sondern nach dessen Wesen – nach Neugier, Anstand und Empathie. „Ich hätte mich sehr gewundert, wenn mein Sohn zu einem Karrierefreak geworden wäre“, schmunzelt Wondratschek. 

Zum Abschied hat der Autor der Leserschaft noch ein ganz besonderes Geschenk gemacht: Neben den Gedichten für seinen Sohn stellt er ein bislang unveröffentlichtes Werk exklusiv zum Abdruck zur Verfügung – zu finden im obigen Kasten. Ein herzlicher Dank geht an den Autor.",de,gemini
"Hier ist eine überarbeitete Version im natürlichen Nachrichtenstil, die den Inhalt und die Länge des Originals beibehält:

**New York – Mit dem geplanten Kauf des Datenspeicherspezialisten EMC will Dell seine Marktposition deutlich ausbauen und im Wettbewerb mit Konkurrenten wie Hewlett-Packard schlagenkräftiger werden.** 

Den EMC-Anktionären soll ein Angebot von insgesamt 33,15 Dollar je Aktie unterbreitet werden. Darin enthalten sind 24,05 Dollar in bar sowie ein spezielles Wertpapier, das den Anteil an der EMC-Softwaretochter VMware abbildet. Dies entspricht einem Aufschlag von knapp 20 Prozent gegenüber dem EMC-Schlusskurs vom Freitag. Entsprechende Gerüchte über eine bevorstehende Transaktion hatten bereits seit Tagen die Runde gemacht.

Gründer Michael Dell, der sein Unternehmen vor zwei Jahren mit Unterstützung von Finanzinvestoren für 25 Milliarden Dollar von der Börse genommen hatte, wagt nun den nächsten Großangriff. Berichten zufolge müssen Dell und sein Partner Silver Lake hierfür frisches Kapital in Höhe von rund 40 Milliarden Dollar bei Banken aufnehmen. Nach Vollzug der Transaktion sollen die Investoren etwa 70 Prozent der Anteile halten, während Michael Dell die Führung des fusionierten Konzerns übernimmt.

Die komplexe Struktur des Deals ist vor allem dem Umstand geschuldet, dass ein Großteil des EMC-Werts auf die rund 80-prozentige Beteiligung an VMware entfällt. VMware ist auf virtuelle Computer zur Effizienzsteigerung von Rechenzentren spezialisiert und gilt in der Branche als deutlich wachstumsstärker als das klassische Speichergeschäft von EMC, das zunehmend unter Druck gerät. Die bisherige Tochter soll auch künftig als eigenständiges Unternehmen an der New Yorker Börse gelistet bleiben. 

Bis zum geplanten Abschluss Mitte kommenden Jahres müssen noch die Behörden und die Aktionäre grünes Licht geben. Zudem sieht die Vereinbarung eine Klausel vor, die es EMC erlaubt, während einer Übergangsfrist Gegenangebote einzuholen – darüber berichtete die „Financial Times“. Damit soll vor allem der aktivistische Investor Elliott Management besänftigt werden, der seit längerem eine Abspaltung von VMware gefordert hatte und das Dell-Angebot nun offenbar unterstützen will. Ob andere Tech-Giganten wie Microsoft oder Cisco noch in den Bieterwettstreit einsteigen, bleibt abzuwarten.

Für Michael Dell weckt das Vorgehen Erinnerungen an den eigenen Börsenrückzug, bei dem er sich monatelang mit dem streitlustigen Investor Carl Icahn duellierte, ehe eine Einigung erzielt wurde. Neben den strategischen Vorteilen löst der Verkauf für EMC zudem eine personelle Frage: Der 68-jährige Vorstandschef Joe Tucci, der das Unternehmen seit 2001 lenkt, bereitet damit seinen lang ersehnten Ruhestand vor.

Mit der Transaktion wird zudem ein neuer Rekord aufgestellt: Bisher galt die Übernahme des Chipherstellers Broadcom durch den Konkurrenten Avago im Mai für 37 Milliarden Dollar als grösster Deal der Technologiebranche in diesem Jahr.",de,gemini
"Hier ist eine überarbeitete Version im typischen Stil einer Nachrichtenagentur (wie APA oder DPA):

**Wien – ÖAW-Präsident fordert Kurswechsel in der Wissenschaftspolitik**

Der Präsident der Akademie der Wissenschaften (ÖAW), Anton Zeilinger, fordert vom künftigen Staatsoberhaupt massiven Rückhalt für den Forschungsstandort Österreich. Angesichts chronischer Budgetkrisen – insbesondere beim Wissenschaftsfonds FWF – könne es „so nicht weitergehen“, betonte Zeilinger im Vorfeld der ÖAW-Jahresfeier am Freitag. Da der Bundespräsident traditionell die Schirmherrschaft über die Akademie innehat, blickt man in der ÖAW mit großer Spannung auf die Wahl am Sonntag. 

Namen nennt Zeilinger im Wahlkampf keine, macht jedoch unmissverständlich klar, worauf es ankommt: Der neue Amtsinhaber müsse den internationalen Charakter von Wissenschaft verstehen und die Akademie vor allem bei europäischen Projekten stark unterstützen. Auch die finanzielle Notlage des FWF müsse gelöst werden. Nachdem kürzlich bereits die Junge Kurie vor Schäden für den Forschungsstandort gewarnt hatte, forderte Zeilinger von der Politik ein Umdenken. Er habe zwar Verständnis für höhere Sicherheitsbudgets, könne aber nicht nachvollziehen, „dass man nicht gleichzeitig die Ausgaben für Wissenschaft kräftig erhöht“. Sonst laufe man Gefahr, „dass wir uns gut sichern können, aber nicht mehr wissen, was wir sichern sollen.“

**Akademie-Reform erfolgreich abgeschlossen**

Positive Nachrichten vermeldete Zeilinger indes zur internen Reform der ÖAW, die nach jahrelangen Debatten nun „kollegial“ beendet wurde. Mit einer neuen Satzung und Geschäftsordnung sei die Trennung von Gelehrtengesellschaft und Forschungsträger weitgehend vollzogen worden. Die beiden Klassen der Gelehrtengesellschaft kümmern sich künftig um wissenschaftliche Aktivitäten, während die Institutsverwaltung ausgelagert ist. Als Bindeglied fungiert der Präsident sowie ein neu aufgestellter Akademierat, der künftig frei von Institutsbeschäftigten sein wird. 

Einzig bei der geplanten Zusammenlegung der Mitgliederkategorien fehlte am Ende die nötige Zwei-Drittel-Mehrheit – ein Votum, das Zeilinger demokratisch akzeptierte. Weitere Neuerungen umfassen die Umbenennung der Jungen Kurie in „Junge Akademie“, schärfere Kontrollmechanismen für den Finanzchef sowie strengere Compliance-Regeln nach dem Public Corporate Governance Kodex.

Nachdem diese strukturellen Fragen geklärt sind, will sich Zeilinger voll auf inhaltliche Prioritäten konzentrieren. Dazu gehören die vorangetriebene Internationalisierung – wie etwa ein neues Abkommen mit Kuba – sowie eine stärkere Öffnung der Akademie für gesellschaftliche Debatten. Noch in diesem Jahr sollen zwei ÖAW-Studien zu den Themen „Digitaler Stillstand“ und „Mobilität“ veröffentlicht werden.",de,gemini
"Hier ist eine umformulierte Version im natürlichen Nachrichtenstil, die in Länge und Inhalt dem Original entspricht:

**Razzien gegen Missbrauchsbildernetzwerk: Dutzende Festnahmen**

Mexiko-Stadt – Bei einem großangelegten internationalen Einsatz gegen Kinderpornografie sind in den USA, Spanien und mehreren Ländern Lateinamerikas mindestens 60 mutmaßliche Täter festgenommen worden. Wie die mexikanische Sicherheitskommission CNS am Sonntag bekannt gab, sollen die Verdächtigten verbotenes Material über das Internet verbreitet haben. Im Zuge der koordinierten Durchsuchungen wurden zudem vier Minderjährige aus den Händen der mutmaßlichen Täter befreit, darunter drei Mädchen im Alter von neun, 14 und 15 Jahren in Mexiko. An der grenzüberschreitenden Operation, die vom FBI und südamerikanischen Behörden geleitet wurde, waren insgesamt zwölf Staaten beteiligt – neben den USA, Spanien und Mexiko auch zahlreiche süd- und mittelamerikanische Länder wie Argentinien, Brasilien und Kolumbien.",de,gemini
