source_id,language,origin,text
de_6,de,gemini,"Hier ist eine journalistisch überarbeitete Version im natürlichen Nachrichtenstil, die den Inhalt prägnannt zusammenfasst:

**Burma: Klare Mehrheit für Suu Kyis NLD zeichnet sich ab**

Naypyidaw – Bei der Parlamentswahl in Burma steuert die Partei von Friedensnobelpreisträgerin Aung San Suu Kyi (70) auf einen klaren Sieg zu. Wie die Auszählung von rund zwei Dritteln der Stimmen am Donnerstag ergab, ist der NLD der erste Platz nicht mehr zu nehmen. Bislang sicherte sich die Partei 291 der bislang vergebenen 491 Sitze, während die militärnahe Regierungspartei USDP abgeschlagen bei 33 Mandaten liegt. Für die absolute Mehrheit in beiden Kammern fehlen der NLD noch 38 Sitze; die Auszählung für insgesamt 130 Mandate läuft noch.

International stieß der Verlauf der Wahl auf positive Resonanz. US-Präsident Barack Obama gratulierte Burmas Staatschef telefonisch zu dem friedlichen Urnengang. Auch Bundesaußenminister Frank-Walter Steinmeier zeigte sich erleichtert und hob hervor, dass die unterlegene Regierung und das Militär das Votum bereits anerkannt haben. Die Wähler hatten damit der reformorientierten, aber aus der Junta hervorgegangenen Regierung von Präsident Thein Sein eine Abfuhr erteilt. Vor 25 Jahren hatte Suu Kyi schon einmal frei gewählt gewonnen, damals hatte das Militär die Machtübernahme jedoch blockiert.

Wie Suu Kyi künftig regieren wird, ist trotz des Wahleriegnisses offen. Da ihre Söhne ausländische Pässe besitzen, verbietet ihr die Verfassung das Präsidentenamt. Die NLD hat nun jedoch in beiden Parlamentshäusern genügend Sitze, um eigene Kandidaten für die Abstimmung im kommenden Jahr zu nominieren. Neben den gewählten Abgeordneten sitzen allerdings 166 Militärvertreter im Parlament. Gewählt ist am Ende der Kandidat mit den meisten Stimmen unter den drei Vorschlägen aus Oberhaus, Unterhaus und Armeeführung."
de_7,de,gemini,"Hier ist eine überarbeitete Version im natürlichen Stil einer Online-Nachrichtenmeldung:

**SOS Mitmensch bringt Sachverhaltsdarstellung gegen „Steirerkrone“-Chefredakteur ein**

Graz/Wien – Wegen eines umstrittenen Kommentars über Flüchtlinge schaltet die Menschenrechtsorganisation SOS Mitmensch die Justiz ein. Bei der Staatsanwaltschaft Graz wurde eine Sachverhaltsdarstellung gegen Christoph Biró, Chefredakteur der „Steirerkrone“, eingebracht. Biró hatte in seinem Text unter anderem von angeblichen Plünderungen, sexuellen Übergriffen und Sachbeschädigungen durch Schutzsuchende geschrieben. Laut der Organisation handle es sich dabei um längst widerlegte Falschmeldungen aus den sozialen Medien.

Geprüft werden soll nun, ob der Beitrag den Tatbestand der Verhetzung oder der wissentlichen Verbreitung beunruhigender Gerüchte erfüllt. Laut SOS-Mitmensch-Sprecher Alexander Pollak gebe es für die Behauptungen keinerlei Belege; der Kommentar habe gezielt Ängste geschürt. 

Unterdessen fordert auch die steirische Grün-Abgeordnete Sabine Jungwirth in einem offenen Brief Aufklärung. Sie verlangt von Biró, die Quellen für seine Thesen offenzulegen – etwa zu den behaupteten Supermarktplünderungen, die das Innenministerium längst dementiert hatte. Jungwirth kritisiert: „Wissen Sie mehr als die Polizei und das Innenministerium?“"
de_8,de,gemini,"**Österreichische Legionäre starten in die Königsklasse – Titelverteidiger Barcelona gejagt**

Mit dem Auftakt der 24. Champions-League-Saison am Dienstagabend jagt der FC Barcelona den historischen Rekord: Erstmals will ein Club die Titelverteidigung in der europäischen Königsklasse schaffen. Aus Österreich sind in dieser Spielzeit drei Legionäre mit dabei. Während Aleksandar Dragovic (Dynamo Kiew) und der verletzte Martin Stranzl (Mönchengladbach) vorerst über die Gruppenphase hinauskommen wollen, greift David Alaba mit Bayern München ganz nach oben. Zu den absoluten Topfavoriten zählen neben den Bayern auch Real Madrid, Paris St. Germain sowie die englischen Schwergewichte.

Finanziell bricht die UEFA in neue Dimensionen vor: Bis 2018 werden insgesamt 1,257 Milliarden Euro an Prämien ausgeschüttet. Schon die 32 Gruppenstarter dürfen fix mit zwölf Millionen Euro kalkulieren – ein deutliches Plus im Vergleich zum Vorjahr. Unter den Teilnehmern finden sich mit Borussia Mönchengladbach, KAA Gent und dem FC Astana gleich drei Neulinge, wobei Astana als erster kasachischer Club überhaupt Geschichte schreibt. Stammgäste wie Real Madrid oder der FC Porto gehen hingegen bereits zum 20. Mal an den Start.

Zum Auftakt blickt die Fussballwelt am Dienstag unter anderem nach Manchester, wo City mit breiter Brust und fünf Sieg im Rücken den kriselnden Vorjahresfinalisten Juventus Turin empfängt. Im selben Pulk gastiert Borussias Gladbach bei Sevilla, wobei die Deutschen nach Fehlstart in der Liga den Klassenerhalt fast höher gewichten als das Abenteuer Europacup. 

Real Madrid startet am Mittwoch gegen Schachtar Donezk, wobei alle Augen auf den formstarken Cristiano Ronaldo gerichtet sind. Nach fünf Treffern am Wochenende will der Portugiese im ewigen Torjägerduell mit Lionel Messi vorlegen – beide halten aktuell bei 77 Champions-League-Toren. PSG-Star Zlatan Ibrahimovic erlebt indes eine emotionale Rückkehr: Der Schwede trifft mit Paris auf seinen Jugendverein Malmö FF. Manchester United feiert nach einjähriger Pause gegen Eindhoven ein Comeback auf Europas Bühne, während der FC Astana für sein Debüt bei Benfica Lissabon eine Flugstrecke von rund 6.000 Kilometern bewältigen musste."
de_9,de,gemini,"**Luxus, Palmen und Pistolen: Die schillernde Welt des Glock Horse Performance Centers**

In Treffen am Ossiacher See in Kärnten hat Waffenindustrieller Gaston Glock senior seiner deutlich jüngeren Frau Kathrin ein Reitsportzentrum der Superlative errichtet. Das Glock Horse Performance Center (GHPC) ist zweimal jährlich Treffpunkt für Reitstars, Prominente und Milliardäre. Während die einen das finanzielle Engagement für den Pferdesport loben, sehen andere darin schlicht zur Schau gestelltes Geld. Die Bedingungen für Mensch und Tier suchen weltweit ihresgleichen: Die 232 Teilnehmerpferde beim Fünf-Sterne-Turnier bewegen sich ausschließlich auf roten Teppichen, umrahmt von unzähligen Palmen und mit absoluter Vorfahrt vor Autos. 

Gaston Glock, der sein geschätztes Milliardenvermögen durch die Produktion von Pistolen gemacht hat, übergab seiner Frau Kathrin, mit der er seit über zehn Jahren liiert ist, bereits 2010 die Verantwortung für die internationale Positionierung des Zentrums. Interviews geben die Glocks nur selten; Gaston Glock hat sich nach zwei Schlaganfällen weitgehend aus der Öffentlichkeit zurückgezogen. Kathrin Glock, mittlerweile auch Aufsichtsrätin im Waffenkonzern, leitet die gemeinsamen Projekte – darunter ein weiteres Trainingszentrum im niederländischen Osterbeek. Während in den Niederlanden Top-Reiter wie Edward Gal oder Hans-Pensionierter Minderhout trainieren und die Spitzenspferde stehen, ist das Kärntner Areal auf Turniere und pensionierte Tiere ausgerichtet.

Das Angebot vor Ort lässt keine Wünsche offen: Neben klimatisierten Überwachungsboxen und Reithallen gibt es eine strikte Trennung zwischen der ""Public Lounge"" mit freiem Eintritt und dem exklusiven VIP-Bereich. Dort kümmern sich Spitzenköche wie Alfons Schuhbeck, Weltmeister-Barkeeper und sogar Hunde-Physiotherapeuten um das Wohl von Gästen und Vierbeinern. Das jahreszeitliche Motto „Amerika“ beziehungsweise „New York“ spiegelt sich in der Dekoration und Kulinarik wider. 

Der Waffenkonzern selbst wird in Treffen dezent gehalten – man findet Pistolenmotive lediglich auf einigen Sprunghindernissen, Serviettenhaltern und T-Shirts. Den weltweiten Erfolg der österreichischen Pistolen, die von US-Polizeibehörden bis hin zu Hollywood-Produktionen geschätzt werden, hat Glocks Ruf in den USA kaum geschadet; dort ist der Name längst zum umgangssprachlichen Verb geworden. Rechtliche Auseinandersetzungen mit Organisationen wie Amnesty International oder Medien begleiteten den Großindustriellen zwar durch die Jahrzehnte, doch das Turniergeschehen läuft professionell und gastfreundlich ab.

Ein absolutes Highlight sind die prominenten Gäste und Show-Größen. Ob Robbie Williams, Cher oder John Travolta – sie alle zieren den hauseigenen ""Walk of Fame"", und viele von ihnen treten abends im VIP-Bereich auf. Wie viel die Glocks für diese Engagements investieren, bleibt ein Geheimnis. Die Reaktionen in der Bevölkerung auf das Luxus-Projekt sind gemischt, doch die Region profitiert spürbar. Zudem engagiert sich Kathrin Glock als Wohltäterin und hat in den letzten Jahren rund drei Millionen Euro gespendet. Wie tief die Glocks für den Pferdesport in die Tasche greifen, zeigte sich nicht zuletzt beim Kauf des Top-Pferdes „London“ für stolze 8,6 Millionen Euro."
de_10,de,gemini,"**Schneemangel: Slalom-Auftakt in Levi abgesagt – Sorge auch um Olympia-Generalprobe**

Wegen akuten Schneemangels und zu hoher Temperaturen müssen die für kommende Woche geplanten Weltcup-Slaloms der Damen und Herren im finnischen Levi gestrichen werden. Wie die Rennleiter Markus Waldner und Atle Skaardal erklärten, reichte der künstlich zusammengetragene Schnee nicht aus, zumal ein Umschwung auf Südwind die Temperaturen überraschend auf plus drei Grad kletterten ließ. Ein Nachholtermin gilt aufgrund des engen Weltcup-Kalenders als äußerst unwahrscheinlich. Die Herren würden stattdessen mit zehn statt elf geplanten Slaloms in die Saison starten, was Waldner mit einem Schmunzeln als Entlastung für die Techniker bezeichnete. Für die Skistars bedeutet dies nun eine Zwangspause bis zu den Überseerennen Ende November.

Während der Saisonstart in Finnland ins Wasser fällt, gibt es im südkoreanischen Jeongseon zumindest einen kleinen Lichtblick im Hinblick auf die Olympia-Generalprobe 2018. Die FIS hat dem potenziellen Austragungsort für die Herren-Rennen im Februar 2016 eine neue Frist bis zum 15. November gesetzt. Bis dahin müssen Experten des Seilbahnherstellers Doppelmayr garantieren, dass die Liftanlagen bis Jahresende betriebsbereit sind. Schneilanzen und Sicherheitsnetze machen laut FIS hingegen Fortschritte. Sollte es dennoch zu einer Absage kommen, stünde Europa als Ersatz bereit – im Gespräch ist hierbei unter anderem das österreichische Saalbach."
de_11,de,gemini,"**Berlin/Wien –** Die Hilfsorganisation Oxfam hat das internationale Krisenmanagement im Syrien-Konflikt scharf kritisiert. In ihrem am Dienstag veröffentlichten Bericht „Solidarity with Syrians“ bezeichnete die Organisation die bisherigen Hilfszusagen und Aufnahmequoten für Flüchtlinge als unzureichend und ungerecht. 

Laut Oxfam gelingt es den Industriestaaten weder, den syrischen Flüchtlingen ein sicheres Leben zu ermöglichen, noch die vereinbarten Resettlement-Programme adäquat umzusetzen. Bislang hätten auf diesem Weg lediglich 17.000 Menschen Zuflucht gefunden. Die Organisation fordert stattdessen, bis Ende 2016 zehn Prozent der in den Nachbarländern gestrandeten Syrer umzusiedeln.

Gemessen an ihrer Wirtschaftskraft erfüllen laut Bericht nur wenige Staaten ihren fairen Beitrag. Während Norwegen und Deutschland in Sachen Finanzhilfe und Aufnahme gute Werte aufweisen, zeigen sich andere reiche Staaten wie Großbritannien, die USA oder Kuwait zwar spendabel, verweigern aber die Aufnahme größerer Flüchtlingszahlen. Länder wie Österreich, Frankreich oder Russland schneiden hingegen in beiden Bereichen mangelhaft ab. Besonders negativ hebt der Bericht das Nachbarland Jordanien hervor, das bezogen auf seine Wirtschaftskraft eine enorme Last schultert. 

Zudem kritisiert Oxfam Staaten wie den Iran, Katar, Russland, Saudi-Arabien, die Türkei und die USA für ihre Rolle im Bürgerkrieg. Durch Waffenlieferungen würden sie das Blutvergießen weiter anheizen, weshalb solche Exporte umgehend gestoppt werden müssten. Angesichts von zwei Millionen neuen Vertriebenen allein im Jahr 2015 warnt Oxfam vor einer Verschärfung der Krise und fordert von der Weltgemeinschaft deutlich mehr diplomatischen Druck, um den Krieg endlich zu beenden."
de_12,de,gemini,"Hier ist eine neue Fassung im natürlichen, sachlichen Nachrichtenstil, die den Inhalt prägnant zusammenfasst und ungefähr die Länge des Originals beibehält:

**Klare Absage an Reformen: Luxemburger stimmen in Referendum gegen Ausländerwahlrecht**

Luxemburg – Bei einer Volksabstimmung im Großherzogtum haben die Bürger reformpolitische Pläne der Regierung deutlich abgelehnt. Mit einer Mehrheit von 78 Prozent stimmten die Luxemburger am Sonntag gegen die Einführung eines Wahlrechts für Nicht-Staatsbürger bei nationalen Wahlen. Damit bleibt Luxemburg, wo rund 45 Prozent der Bevölkerung keinen Pass des Landes besitzen, bei der bisherigen Regelung; in keinem EU-Staat dürfen Ausländer auf nationaler Ebene wählen.

Auch zwei weitere Reformvorschläge von Premierminister Xavier Bettel fielen bei der Bevölkerung durch: So lehnten fast 81 Prozent die Senkung des Wahlalters von 18 auf 16 Jahre ab. Zudem fand die Idee, die Amtszeit von Regierungsministern auf maximal zehn Jahre zu deckeln, mit rund 30 Prozent Zustimmung keine Mehrheit. 

Bettel hatte das umstrittene Ausländerwahlrecht – das für Ausländer mit mindestens zehn Jahren Wohnsitz gegolten hätte – zuvor mit einem drohenden Demokratiedefizit begründet. Die Koalition aus Liberalen, Sozialdemokraten und Grünen hatte geplant, erfolgreiche Reformen in eine neue Verfassung einzuarbeiten, die 2017 in einem weiteren Referendum beschlossen werden sollte. An diesem Zeitplan will die Regierung trotz der Niederlage festhalten. 

Nach Bekanntgabe der Ergebnisse betonte der 42-jährige Premierminister, man respektiere die eindeutigen Voten der Bürger. Die Ablehnung fiel dabei drastischer aus als zuvor in Umfragen prognostiziert, in denen die Ablehnung des Ausländerwahlrechts noch bei rund 53 Prozent gelegen hatte. 

Aus der Opposition kam heftige Kritik. Der frühere Chef der Christlich-sozialen Volkspartei (CSV), Michel Wolter, forderte via Twitter den Rücktritt des Regierungschefs. Bettel lehnte dies jedoch ab und betonte, es habe sich um eine Richtungsentscheidung für die Bürger und nicht um ein Misstrauensvotum gegen die Regierung gehandelt. Auch der sozialdemokratische Fraktionschef Alex Bodry zeigte sich enttäuscht,erkannte das klare Resultat aber an. 

Aufgrund der im Großherzogtum geltenden Wahlpflicht für die rund 245.000 Wahlberechtigten lag die Beteiligung an der Abstimmung bei über 80 Prozent."
de_13,de,gemini,"Hier ist eine überarbeitete Version im typischen Nachrichtenstil:

**Griechenland tiefer in der Rezession – Politisches Chaos belastet Tourismus**

Athen – Die griechische Wirtschaft ist im vergangenen Jahr offenbar stärker geschrumpft als zunächst angenommen. Wie die europäische Statistikbehörde Eurostat mitteilte, sank das Bruttoinlandsprodukt (BIP) im dritten Quartal um 0,9 Prozent im Vergleich zum Vorquartal. Noch im November hatte die Schätzung bei minus 0,5 Prozent gelegen. Nach einer Stagnation zum Jahresauftakt war das BIP im zweiten Quartal zwar leicht um 0,3 Prozent gewachsen, diese Erholung wurde nun jedoch gedämpft. 

Das Sommerquartal gilt in Griechenland wegen der Sommerferien traditionell als Gradmesser für den wichtigen Tourismussektor. Zum Vergleich: Im selben Zeitraum des Jahres 2014 hatte es noch ein Wirtschaftswachstum von 0,8 Prozent gegeben. Experten machen für den jüngsten Abschwung vor allem das harte politische Ringen zwischen der griechischen Regierung und den europäischen Geldgebern im Frühjahr verantwortlich. Die monatelangen Pleiteängste und die Debatte über einen möglichen Euro-Austritt (Grexit) hatten demnach viele Urlauber abgeschreckt."
de_14,de,gemini,"Hier ist eine journalistisch überarbeitete Version im natürlichen Nachrichtenstil, die Länge und Inhalt beibehält:

**Wolfsburg –** Im Zuge der Abgasaffäre hat Volkswagen bei rund 800.000 Neuwagen falsche CO2-Werte angegeben. Wie der Autobauer am späten Freitagabend in Wolfsburg mitteilte, entfällt mit etwa 430.000 Einheiten mehr als die Hälfte dieser Fälle auf Fahrzeuge des Modelljahres 2016, die zum Teil bereits bei den Händlern stehen. Der Konzern prüft derzeit, ob auch ältere Baureihen von den fehlerhaften Angaben betroffen sind. Unter www.volkswagen.de/info können sich Fahrzeughalter ab sofort informieren, ob ihr Wagen dazugehört. 

Parallel dazu setzt dem Wolfsburger Unternehmen der anhaltende Skandal um manipulierte Stickoxid-Emissionen bei Dieselmotoren zu. Im Oktober sank der weltweite Absatz der Kernmarke VW im Vergleich zum Vorjahresmonat um 5,3 Prozent auf rund 490.000 Fahrzeuge. Trotz dieser Entwicklung sehen die Konzernspitze und der Betriebsrat die Arbeitsplätze der Stammbelegschaft einstweilen nicht in Gefahr. In einem gemeinsamen Interview betonte Markenchef Herbert Diess, es drohe kein Jobabbau. Auch Betriebsratschef Bernd Osterloh erklärte in der „Süddeutschen Zeitung“ (Samstag): „Wir haben im Moment vielleicht ein Diesel-Problem, aber keine Absatzkrise. Jobs werden nur dann abgebaut, wenn wir weniger Autos verkaufen.“"
de_15,de,gemini,"Hier ist eine überarbeitete Version im natürlichen Nachrichtenstil, die Länge und Thema beibehält:

**Neue Leitung fürs Landestheater NÖ: Marie Rötzer übernimmt**

St. Pölten – Die 47-jährige Dramaturgin Marie Rötzer wird neue künstlerische Leiterin des Landestheaters Niederösterreich. Die gebürtige Mistelbacherin, aktuell noch als persönliche Referentin des Intendanten am Hamburger Thalia Theater tätig, tritt im Sommer 2016 die Nachfolge von Bettina Hering an, die als Schauspielchefin zu den Salzburger Festspielen wechselt. Rötzers Vertrag ist auf vier Jahre bis zum Sommer 2020 angesetzt. 

Ihre Theaterlaufbahn startete Rötzer Anfang der 1990er-Jahre in St. Pölten. Nach einer Station als Lektorin an der Universität Czernowitz in der Ukraine arbeitete sie als Dramaturgin an renommierten Häusern wie dem Maxim-Gorki-Theater in Berlin, dem Schauspielhaus Graz, dem Staatstheater Mainz sowie zuletzt in Hamburg. Sie wolle an die starke regionale und überregionale Positionierung anknüpfen, die ihre Vorgängerin Hering aufgebaut habe, betonte die künftige Leiterin in einer ersten Stellungnahme.

Um die Nachfolge hatten sich laut Theater insgesamt 68 Personen beworben – 28 aus Österreich und 40 aus dem Ausland. Die Entscheidung fiel nach einem mehrstufigen Auswahlverfahren im Rahmen eines abschließenden Jury-Hearings."
de_16,de,gemini,"**Gevgelija/Belgrad** – Trotz verschärfter Grenzsicherungen haben am Samstag hunderte Menschen von Griechenland aus die mazedonische Grenze passiert. Berichterstattern vor Ort zufolge durchbrachen Migranten die Stacheldrahtzäune und überwältigten Polizeikräfte, die trotz des Einsatzes von Blendgranaten den Ansturm nicht stoppen konnten. Agenturen sprachen zeitweise sogar von Tausenden, die über Felder ins Land strömten. Im Niemandsland bei Gevgelija spitzte sich die Lage dramatisch zu: Laut serbischen Medienberichten wuchs die Zahl der dort feststehenden Menschen auf rund 2.000 an, da kontinuierlich neue Gruppen mit Bussen und Zügen eintrafen. Aus Frust über Einreisebeschränkungen lehnten viele die Versorgung mit Lebensmitteln durch mazedonische Polizisten ab und warfen mit Wasserflaschen. Neben starken Polizeikräften war auch das Militär im Einsatz, um die Grenze mit 300 Metern Stacheldraht abzusichern.

Angesichts der Krise kündigte der serbische Premierminister Aleksandar Vucic den raschen Bau einer Notunterkunft für bis zu 3.000 Menschen in Neu-Belgrad an. Medienberichten zufolge soll das Projekt im Wert von rund 1,5 Millionen Euro aus EU-Mitteln finanziert werden; weitere 400.000 Euro sind demnach für die Versorgung durch das Rote Kreuz vorgesehen. Bereits am Vortag hatte die mazedonische Polizei versucht, den Andrang mit Tränengas und Blendgranaten zu stoppen, wobei Augenzeugen zufolge mindestens vier Personen verletzt wurden. Hilfsorganisationen wie das UNHCR und Ärzte ohne Grenzen kritisierten die Grenzschließungen scharf. UNHCR-Sprecherin Melissa Fleming betonte, Schutzsuchende dürften nicht abgewiesen werden, und forderte ganz Europa auf, Mazedonien und Serbien in dieser Krise zu unterstützen.

Den Vereinten Nationen zufolge waren zuletzt 3.000 bis 4.000 Menschen im Grenzgebiet gestrandet, Tendenz steigend. Allein im Juli verzeichnete Griechenland rund 50.000 Ankünfte – mehr als im gesamten Vorjahr. Die überwiegende Mehrheit dieser Menschen zieht weiter über Serbien und Ungarn, das seinerseits eine Grenzbefestigung errichtet. Trotz dieser Maßnahmen gelang es einigen Gruppen in der Nacht, die Barrieren zu überwinden, während andere von den Behörden aufgegriffen und zurückgedrängt wurden. Das mazedonische Innenministerium verteidigte das Vorgehen und erklärte, man habe im Rahmen der Kapazitäten eine kontrollierte Gruppe von besonders schutzbedürftigen Menschen, vor allem aus Syrien, ins Land gelassen."
de_17,de,gemini,"Hier ist eine Neufassung im typischen Stil einer Kulturberichterstattung, die Länge und Thema beibehält:

**Fünf Stunden Fernsehkrimi statt Historiendrama: Ivo van Hoves „Kings of War“ bei den Wiener Festwochen**

Im Schnelldurchlauf rast die englische Geschichte vorbei, bis der Projektor bei Heinrich IV. stehen bleibt: Mit „Kings of War“ bringen Ivo van Hove und die Toneelgroep Amsterdam Shakespeares Königsdramen auf die Bühne der Halle E im Wiener Museumsquartier. Die fünfstündige Produktion, deren Vorlage von Rob Klinkenberg ins Holländische übertragen wurde, bildet den Auftakt der diesjährigen Festwochen.

Statt im Mittelalter verortet Ausstatter Jan Versweyveld das blutige Machtringen zwischen den Häusern Lancaster und York in einem modernen „War Room“, der stark an Churchills Hauptquartier erinnert. Kaum ist Heinrich IV. gestorben, rollt der rote Teppich für den Nachfolger. Heinrich V. (Ramsey Nasr) funktioniert tadellos als streitbarer Stratege, auch wenn er beim romantischen Dinner mit der französischen Prinzessin eher unbeholfen wirkt. Ganz anders sein Nachkomme Heinrich VI. (Eelco Smits): Der zierliche, weinerliche Herr hat das Charisma eines Buchhalters, schlüpft vor der Hochzeitsnacht lieber in den Pyjama und wird zur leichten Beute für intrigante Lords. 

Van Hoves Regiekonzept offenbart sich rasch als eine Mischung aus modernem Büro und stylisher Lounge. Es gibt Fließwasser, Computer und eine Empore, auf der vier Posaunisten gemeinsam mit einem Countertenor (Komposition: Eric Sleichim) für feierliche Klänge sorgen. Die eigentlichen Intrigen spielen jedoch im Verborgenen: Aseptisch weiße Korridore, durch die eine Live-Kamera streift, zeigen das unsichtbare Getriebe der Macht. Hier wird getötet, gelauert und gestorben.

Zwar bietet der Abend gediegene Unterhaltung, und dank Nahaufnahmen entgeht dem Publikum keine Regung. Doch wirkt Shakespeares Stoff oft auf das Format einer modernen Fernsehserie reduziert, gewürzt mit einer Portion Alltagspsychologie. Wenn in schicken Polstermöbeln Zigaretten geraucht werden, verkommt das große Finale – Richards mörderischer Weg an die Macht (gespielt von Hans Kesting) – bisweilen zur selbstbezogenen Stadttheater-Nummer. Das Wiener Publikum zeigte sich von dieser postmodernen Geschichtsbetrachtung dennoch durchgehend angetan."
de_18,de,gemini,"Hier ist eine umformulierte Version im natürlichen Nachrichtenstil, die Länge und Thema beibehält:

**Moskau –** Der russische Konjunkturmotor stottert weniger stark als befürchtet. Nach Einschätzung der Weltbank dürfte die Wirtschaftsleistung im laufenden Jahr um 2,7 Prozent schrumpfen; zuvor war die Organisation noch von einem Minus von 3,8 Prozent ausgegangen. Grund für die Korrektur nach oben sind neben einem stabileren Rubel vor allem die wieder angezogenen Ölpreise, nachdem diese zuvor monatelang im Sinkflug waren. Für den Exportstaat ein entscheidender Faktor, bestreitet Moskau doch rund 40 Prozent seiner Staatseinnahmen über den Erdölverkauf. Zudem dämpft sich laut den Experten die Inflation. Neben den westlichen Sanktionen im Ukraine-Konflikt belasten vor allem die Nachwehen der Rohstoffkrise das Land. 

Das russische Wirtschaftsministerium teilt den moderateren Pessimismus und prognostiziert einen Rückgang des Bruttoinlandsprodukts (BIP) von 2,8 Prozent. Unabhängige Ökonomen blicken dagegen meist düsterer auf das Jahr 2015: Der Internationale Währungsfonds (IWF) rechnet gar mit einem Einbruch um 3,4 Prozent. 

Den Blick nach vorn gerichtet, rechnet Weltbank-Expertin Birgit Hansl jedoch bald wieder mit schwarzen Zahlen. So soll die Wirtschaft 2016 um 0,7 Prozent und im Jahr darauf um 2,5 Prozent wachsen. Voraussetzung dafür sei allerdings, dass die Regierung in ihren Haushaltsplänen für die kommenden Jahre wichtige Strukturreformen anpacke, betonte Hansl optimistisch."
de_19,de,gemini,"Hier ist eine überarbeitete Version im natürlichen, sachlichen Nachrichtenstil, die in Länge und Inhalt dem Original entspricht:

**Vorarlberg verfehlt Quote bei minderjährigen Flüchtlingen deutlich**

Bregenz – Bis auf Niederösterreich und Salzburg schafft es derzeit kein Bundesland, die vorgegebenen Quoten für unbegleitete minderjährige Flüchtlinge (UMF) zu erfüllen. Während im Erstaufnahmezentrum Traiskrichen noch immer über 1.000 Jugendliche ausharren, hinkt Vorarlberg bei der Unterbringung stark hinterher. Wie die „Vorarlberger Nachrichten“ in ihrer Montagsausgabe berichten, fehlen im Ländle 113 Plätze, womit die Quote nur zu knapp 60 Prozent erfüllt wird. Noch schlechter schneiden laut dem Bericht lediglich Kärnten mit rund 51 und Tirol mit rund 56 Prozent ab. 

Der Vorarlberger Kinder- und Jugendanwalt Michael Rauch übte scharfe Kritik an der Landespolitik. Salzburg erfülle die Vorgaben etwa nur deshalb, weil rund 200 Jugendliche in einer Kaserne untergekommen seien. Man könne sich nicht öffentlich als Musterknabe bei der Quotenerfüllung feiern lassen, wenn man bei den minderjährigen Flüchtlingen nur bei 60 Prozent liege, so Rauch. 

Landesrätin Katharina Wiesflecker (Grüne) wies die Vorwürfe zurück und betonte, dass man die Quote bereits im kommenden Frühjahr wieder erreichen werde. Noch im Dezember habe man fast 90 Prozent der geforderten Plätze bereitgestellt. Durch den abrupten Geburtstag von rund 50 Jugendlichen am Jahresanfang sei man jedoch massiv zurückgefallen. 

Unterdessen brachte Flüchtlingskoordinator Christian Konrad in den „VN“ ins Gespräch, die Kriterien bei der Suche nach Quartieren für junge Flüchtlinge zu überarbeiten. Denkbar seien etwa Erleichterungen bei der Bauordnung oder den Barrierefreiheitsrichtlinien, betonte Konrad, strich jedoch gleichzeitig hervor, dass die hohen Betreuungsstandards keinesfalls herabgesetzt werden dürften."
de_20,de,gemini,"**Uniqa stellt sich um: Konzern verschmilzt Versicherungen und halbiert Vorstandsposten**

**Wien** – Der Uniqa-Konzern baut seine Strukturen grundlegend um und will sich damit für künftige Herausforderungen rüsten. Bis spätestens zum ersten Quartal 2017 werden alle operativen Inlandsversicherungen zusammengelegt, wie das Unternehmen am Mittwochabend bekannt gab. Durch die Verschmelzung der Raiffeisen Versicherung, der Salzburger Landes-Versicherung und der FinanceLife mit der Hauptgesellschaft Uniqa Österreich sinkt die Gesamtzahl der Vorstandsmandate im Konzern – inklusive der Holding – massiv von 22 auf 10 Personen. Die Umsetzung steht allerdings noch unter dem Vorbehalt behördlicher Freigaben.

An der Spitze der börsennotierten Holding (Uniqa Insurance Group AG) steuern ab 1. Juni 2016 nur noch drei statt bisher fünf Vorstände die Geschäfte: Neben CEO Andreas Brandstetter und CFO/CRO Kurt Svoboda zieht Erik Leyers als neuer COO in das Gremium ein. Ihre Verträge laufen bis Mitte 2020. Die bisherigen Holding-Vorstände Hannes Bogner und Thomas Münkel verlassen das Unternehmen auf eigenen Wunsch, während sich Wolfgang Kindl künftig ganz auf den Chefposten der Uniqa International AG konzentriert. 

Auch die Vorstände der operativen Töchter wurden neu aufgestellt und personell eng miteinander verzahnt. Den Vorstand von Uniqa Österreich leitet ab Juni Hartwig Löger, unterstützt von Klaus Pekarek, Peter Eichler, Andreas Kößl sowie den Doppelmandataren Kurt Svoboda und Erik Leyers. Letztere beide sowie Eichler und Kößl übernehmen gleichzeitig auch Vorstandssitze in der International-Sparte, deren Gremium von Wolfgang Kindl angeführt wird.

Zusätzlich präsentierte der Versicherer solide Bilanzzahlen für das abgelaufene Jahr: Gestützt auf einen um fast zwölf Prozent gestiegenen Vorsteuergewinn (EGT) von 422,8 Millionen Euro erhöht Uniqa die Dividende von 42 auf 47 Cent je Aktie. Das Konzernergebnis kletterte sogar um 14,2 Prozent auf 331,1 Millionen Euro. Für das laufende Jahr 2016 dämpfte der Konzern jedoch die Erwartungen – bedingt durch hohe Investitionen könnte sich das Ergebnis im Jahresvergleich halbieren. Der endgültige, geprüfte Geschäftsbericht wird am 14. April veröffentlicht."
