text,language,origin
"Gevgelija/Skopje/Belgrad – Trotz massiver Sicherheitsvorkehrungen und Stacheldrahtsperren haben Hunderte, nach Medienangaben sogar Tausende Migranten am Samstag die Grenze von Griechenland nach Mazedonien durchbrochen. Berichten zufolge überwältigten sie die Polizeiabsperrungen bei Gevgelija und flohen über umliegende Felder, wobei Beamte auch Blendgranaten einsetzten. Im Niemandsland staute sich die Zahl der wartenden Menschen auf rund 2.000 bis 4.000 an und wuchs stetig weiter, da kontinuierlich neue Gruppen mit Zügen und Bussen eintrafen. Lokale Schlepper versuchten, aus der Situation Kapital zu schlagen. Aus Verzweiflung und Protest gegen Einreisebeschränkungen lehnten viele Gestrandete Hilfsgüter der Polizei ab und warfen sogar mit Wasserflaschen. Neben starken Polizeikräften war auch das mazedonische Militär im Einsatz, um die Grenze mit Absperrungen und gepanzerten Fahrzeugen abzuriegeln. Hilfsorganisationen wie das UNHCR und Ärzte ohne Grenzen forderten dringend internationale Unterstützung und kritisierten die Grenzschließungen scharf; die Schutzsuchenden dürften nicht abgewiesen werden. 

Unterdessen kündigte Serbiens Ministerpräsident Aleksandar Vucic den schnellen Bau einer Notunterkunft für bis zu 3.000 Flüchtlinge nahe des Belgrads-Flughafens an. Das Projekt soll dem Vernehmen nach zu einem Großteil aus EU-Fonds finanziert werden, die auch dem Roten Kreuz für die Versorgung zugutekommen sollen. Die Vereinten Nationen zeigten sich äußerst besorgt über die anhaltende Krise: Allein im Juli waren 50.000 Menschen in Griechenland angekommen – mehr als im gesamten Vorjahr. Die überwiegende Mehrheit der Flüchtlinge, vor allem aus Syrien und Afghanistan, zieht über den Westbalkan Richtung Ungarn weiter, das seinerseits die Grenze mit einem Zaun sichert. Trotz der mazedonischen Abriegelungsversuche, bei denen in den Vortagen auch Tränengas eingesetzt worden war und sich laut Polizei nur eine streng begrenzte Quote besonders vulnerabler Personen qualifiziert hatte, gelang einigen wenigen der Sprung über die Grenze. Viele andere wurden jedoch von den Behörden aufgegriffen und nach Griechenland zurückgeschickt.",de,gemini
"Hier ist eine Neufassung des Nachrichtenausschnitts im typischen Stil einer Kulturberichterstattung:

**Shakespeares Blutfehden im Serienformat: Ivo van Hoves „Kings of War“ bei den Wiener Festwochen**

Fünf Stunden dauert der theatrale Parforceritt, den Ivo van Hove und die Toneelgroep Amsterdam im Museumsquartier auf die Bühne bringen. Unter dem Titel „Kings of War“ haben sie Shakespeares Königsdramen zu einem Mammutprojekt verdichtet, das die Wiener Festwochen als exklusive Premiere präsentieren. Autor Rob Klinkenberg hat dafür Versatzstücke aus „Heinrich V.“, „Heinrich VI.“ und „Richard III.“ ins Niederländische übertragen. 

Der Regieansatz setzt auf den Geist des 20. Jahrhunderts: Ausstatter Jan Versweyveld hat in der Halle E einen „War Room“ errichtet, der stark an Winston Churchills historisches Hauptquartier erinnert. Vor dieser Kulisse entspinnt sich der erbarmungslose Machtkampf zwischen den Häusern Lancaster und York. 

Kaum ist Heinrich V. (Ramsey Nasr) im Amt, treibt er den Krieg gegen Frankreich voran – routiniert auf dem Schlachtfeld, eher unbeholfen beim romantischen Candle-Light-Dinner. Nach rascher Zeugung eines Thronfolgers rafft ihn die Ruhr dahin. Sein Nachfolger Heinrich VI. (Eelco Smits) hingegen agiert als verletzlicher, fast bemitleidenswerter Gegenentwurf, der im Pyjama Trost bei Gott sucht und den anstürmenden Lords kaum etwas entgegensetzen kann.

Van Hoves Handschrift wird schnell greifbar: Das Hauptquartier gleicht einer modernen Lounge mit Fließwasser und Computern, während eine Empore samt Posaunisten und Countertenor für den passenden Soundtrack sorgt. Die eigentlichen Intrigen verlagern sich jedoch in aseptisch weiße Videokorridore. Eine mobile Kamera fängt die Schattenseiten der Macht ein – von Mordkomplotten bis hin zu Giftanschlägen. 

Am Ende bietet der Abend zwar solide Unterhaltung mit hochauflösenden Close-ups, lässt aber die tiefere, fast christologische Dimension von Shakespeares Stoff vermissen. Stattdessen reduziert van Hove die historischen Machtkämpfe auf die Logik einer modernen Fernsehserie samt Alltagspsychologie. Wenn Richard III. (Hans Kesting) schließlich seine mörderische Bilanz zieht, wirkt das vor den Videomonitoren bisweilen wie die Nabelschau eines Stadttheater-Monarchen. Das Wiener Publikum zeigte sich von der postmodernen Geschichtsstunde dennoch angetan.",de,gemini
"Hier ist eine umformulierte Version im natürlichen Nachrichtenstil:

**Moskau – Die Weltbank blickt wieder etwas zuversichtlicher auf die russische Konjunktur.** 

Dem aktuellen Bericht vom Montag zufolge dürfte das Bruttoinlandsprodukt in diesem Jahr um 2,7 Prozent schrumpfen. Bisher war man von einem deutlich stärkeren Minus von 3,8 Prozent ausgegangen. Hauptgründe für die leichte Entspannung sind die Stabilisierung des Rubels sowie die zuletzt wieder gestiegenen Ölpreise, von denen das stark vom Export abhängige Land profitiert – rund vierzig Prozent der Staatseinnahmen stammen aus dem Ölgeschäft. Zudem hat sich der Teuerungstrend laut den Experten verlangsamt, auch wenn die westlichen Sanktionen im Ukraine-Konflikt die Wirtschaft weiterhin belasten. 

Das Moskauer Wirtschaftsministerium teilt diese Einschätzung weitgehend und rechnet mit einem Rückgang von 2,8 Prozent. Unabhängige Ökonomen zeigen sich allerdings skeptischer: Der Internationale Währungsfonds (IWF) geht von einem Einbruch um 3,4 Prozent aus. 

Mit Blick auf die Zukunft rechnet die Weltbank jedoch wieder mit Schwarzen Zahlen. Für das kommende Jahr wird ein Plus von 0,7 Prozent prognostiziert, 2017 soll das Wachstum dann bei 2,5 Prozent liegen. Voraussetzung dafür seien allerdings konsequente Strukturreformen, betonte Weltbank-Expertin Birgit Hansl. Man sei optimistisch, dass diese in den kommenden Haushaltsplänen verankert werden und den Weg für eine nachhaltige Erholung ebnen.",de,gemini
"Hier ist eine umformulierte Version im Stil eines Nachrichtenartikels, die etwa die gleiche Länge und den Inhalt beibehält:

**Vorarlberg verfehlt UMF-Quote deutlich – Kritik an Landespolitik**

**Mit Ausnahme von Niederösterreich und Salzburg hinkt derzeit kein Bundesland bei der Unterbringung unbegleiteter minderjähriger Flüchtlinge (UMF) so stark hinterher wie Vorarlberg, Kärnten und Tirol. Wie die „Vorarlberger Nachrichten“ berichten, deckt das Ländle seine Quote aktuell nur zu knapp 60 Prozent ab; es fehlen 113 Plätze. Im Erstaufnahmezentrum Traiskirchner verharren derweil weiterhin über 1.000 Jugendliche.**

Der Vorarlberger Kinder- und Jugendanwalt Michael Rauch übte scharfe Kritik an der Landesregierung. Es sei inakzeptabel, sich medial als Musterbehafteter darzustellen, während man bei den minderjährigen Flüchtlingen so weit zurückliege. Zudem relativierte Rauch die Quotenerfüllung in Salzburg, wo rund 200 Jugendliche provisorisch in einer Kaserne untergebracht seien. 

Landesrätin Katharina Wiesflecker (Grüne) wies die Vorwürfe zurück. Noch im Dezember habe man die Vorgaben zu fast 90 Prozent erfüllt. Der abrupte Rückgang sei dem Umstand geschuldet, dass zum Jahreswechsel gleich 50 Jugendliche volljährig geworden seien. Wiesflecker kündigte an, dass das westlichste Bundesland die Quote bereits im kommenden Frühjahr wieder voll erfüllen werde.

Unterdessen brachte Flüchtlingskoordinator Christian Konrad in den „VN“ flexiblere Rahmenbedingungen bei der Quartiersuche ins Gespräch. Denkbar seien etwa Erleichterungen bei der Bauordnung oder den Richtlinien für Barrierefreiheit. An den hohen Betreuungsstandards dürfe jedoch keinesfalls gerüttelt werden.",de,gemini
"Hier ist eine journalistisch überarbeitete und sprachlich flüssigere Version im natürlichen Nachrichtenstil:

**Uniqa stellt sich neu auf: Konzern schrumpft Vorstandsteam drastisch**

Wien – Der Versicherungskonzern Uniqa vollzieht einen tiefgehenden Umbau und verschmilzt sämtliche operativen Inlandsversicherungen. Durch die Bündelung der Kräfte – unter anderem gehen Raiffeisen Versicherung, Salzburger Landes-Versicherung und FinanceLife in der Uniqa Österreich auf – sinkt die Gesamtzahl der Vorstandsposten im Konzern von bisher 22 auf 10 Personen. Mit diesen Schritten will sich das Unternehmen laut Mitteilung vom Mittwochabend optimal für künftige Herausforderungen rüsten. Die vollständige Umsetzung der neuen Struktur ist bis spätestens Anfang 2017 geplant, vorbehaltlich der behördlichen Freigaben.

An der Spitze der börsennotierten Holding Uniqa Insurance Group AG verkleinert sich der Vorstand von fünf auf drei Mitglieder. Ab 1. Juni 2016 leiten Andreas Brandstetter (CEO), Kurt Svoboda (CFO/CRO) und der neu in den Vorstand berufene Erik Leyers (COO) die Geschäfte bis Mitte 2020. Die bisherigen Holding-Vorstände Hannes Bogner und Thomas Münkel verlassen das Unternehmen auf eigenen Wunsch, während sich Wolfgang Kindl künftig ganz auf den Vorsitz der Uniqa International AG konzentriert. Svoboda und Leyers übernehmen zudem Doppelmandate für die Österreich- und International-Tochtergesellschaften. 

Das künftige Führungsteam der Uniqa Österreich Versicherungen AG setzt sich ab Juni aus Hartwig Löger (Vorsitz), Klaus Pekarek, Kurt Svoboda, Erik Leyers, Peter Eichler und Andreas Kößl zusammen. In der Uniqa International AG übernimmt Wolfgang Kindl den Vorsitz, unterstützt von Zoran Visnjic, Johannes Porak sowie ebenfalls Svoboda, Leyers, Eichler und Kößl, die hier in Personalunion tätig sind.

Neben dem Umbau präsentierte der Konzern solide Bilanzzahlen für das abgelaufene Jahr: Gestützt auf einen um fast zwölf Prozent gestiegenen Vorsteuergewinn (EGT) auf 422,8 Millionen Euro erhöht Uniqa die Dividende von 42 auf 47 Cent je Aktie. Das Konzernergebnis kletterte um 14,2 Prozent auf 331,1 Millionen Euro. Für das laufende Jahr 2016 rechnet das Management allerdings investitionsbedingt mit einer möglichen Halbierung des Ergebnisses. Der endgültige, geprüfte Geschäftsbericht wird am 14. April veröffentlicht.",de,gemini
"Hier ist eine sprachlich überarbeitete, natürlich klingende Fassung im typischen Stil eines astronomischen Monatsberichts:

Astronomische Aussichten: Der März bringt uns den Frühlingsbeginn und einige spannende Konstellationen. Am 20. März um 5:30 Uhr erreicht die Sonne das Sternbild Widder – damit ist die Tagundnachtgleiche erreicht. Die Tage werden spürbar länger: Während die Sonne am Monatsanfang noch gut elf Stunden Licht bringt, sind es am 31. bereits fast dreizehn Stunden. 

Der Mond zeigt sich in all seinen Facetten: Nach dem Letzten Viertel am 2. März und einer von uns aus unsichtbaren totalen Sonnenfinsternis zum Neumond am 9., zeigt sich die zarte Mondsichel am Folgetag tief in der Abenddämmerung. Das Erste Viertel folgt am 15. im Stier, bevor der Monat am 23. mit einem Vollmond in der Jungfrau – verbunden mit einer hierzulande unsichtbaren Halbschatten-Mondfinsternis – seinen Höhepunkt findet. Zum Monatsausklang wandert der Mond noch an Mars (28./29.) und Saturn (29./30.) vorbei.

Auch bei den Planeten tut sich einiges: Merkur bleibt unsichtbar, und Venus zieht sich nach dem 13. aus der Morgendämmerung zurück. Mars wandert von der Waage in den Skorpion und ist in der zweiten Nachthälfte gut zu sehen. Jupiter dominiert als strahlender Abend- und Nachtstern im Löwen, während Saturn in der zweiten Nachthälfte tief am südöstlichen Himmel im Schlangenträger auftaucht.

Tipps für Sternenfreunde: Das Freiluftplanetarium Sterngarten auf dem Wiener Georgenberg lädt am Samstag, den 19. März, um 11:30 Uhr zum Frühlingstagundnachtgleichen-Mittag mit Erklärungen an der Tierkreisscheibe ein (bei Schönwetter inklusive Sonnen-Mittagsdurchgang). Bereits am 5. März um 19:00 Uhr hält R. Vucsina im Stadtlokal (Wien 1, Walfischgasse 12) einen Vortrag zum Thema „An der Grenzfläche von Licht und Gravitation“ mit einem Exkurs zu Gravitationswellen. Nähere Infos dazu gibt es beim Astronomischen Büro unter Telefon 01 889 35 41.",de,gemini
"Hier ist eine Formulierung im natürlichen Nachrichtenstil, die etwa dieselbe Länge hat:

Die britische Polizei hat ihre permanente Überwachung der ecuadorianischen Botschaft in London beendet. Wie Scotland Yard am Montag mitteilte, wird der Wikileaks-Gründer Julian Assange stattdessen verstärkt durch verdeckte Maßnahmen im Auge behalten; die bisherige Rund-um-die-Uhr-Wache sei nicht länger verhältnismäßig. Der 44-Jährige hält sich seit Juni 2012 in der Vertretung auf, um einer schwedischen Festnahme wegen Vergewaltigungsvorwürfen zu entgehen. Assange, der die Anschuldigungen zurückweist, befürchtet im Falle einer Auslieferung die Überstellung in die USA. Der dreijährige Polizeieinsatz hatte die britischen Steuerzahler nach Medienangaben mehr als 16 Millionen Euro gekostet.",de,gemini
"Hier ist eine stark sprachlich optimierte, flüssigere Fassung im professionellen Nachrichtenstil:

**Wien – Der Chef des ÖVP-Seniorenbundes, Andreas Khol, hat der Regierung am Dienstag ein durchwachsenes Zeugnis ausgestellt. Zwar zog er eine positive Bilanz zum ersten Halbjahr und lobte die Steuerreform, ortete jedoch großen Handlungsbedarf bei Pensionen, Pflege und im Gesundheitssystem. Scharfe Kritik übte Khol an Bundeskanzler Werner Faymann (SPÖ), dem er „Gesprächsverweigerung“ in Steuerfragen vorwarf.**

Bei einer Pressekonferenz zeigte sich Khol erfreut über die Steuerreform, räumte jedoch ein, dass nicht alle Wünsche der Senioren erfüllt worden seien. Ein herber Wermutstropfen sei vor allem, dass rund 230.000 Bezieher von Ausgleichszulagen von der Negativsteuer für Pensionisten ausgeschlossen wurden. Besonders verbittert zeigte sich Khol darüber, dass der Seniorenrat trotz monatelanger Bitten keinen Termin bei Kanzler Faymann erhalten habe. Man werde daher wie angekündigt Musterprozesse vor den Höchstgerichten führen, so Khol.

Um das eigene Ansehen in der Bevölkerung zu verbessern, müsse die Koalition dringend Kurs korrigieren. Zwar sei zuletzt ein neuer, konstruktiverer Ton spürbar gewesen, dennoch mahnte Khol ernsthafte Reformen ein. Die Forderung nach Abschaffung der kalten Progression, die von der ÖVP kürzlich erneuert wurde, unterstützt der Seniorenbund seit Jahren. Khol sprach sich dabei gegen die Vorstellungen des ÖGB aus, jährlich über Mini-Steuerreformen zu verhandeln. Stattdessen fordert er eine automatische Anpassung der Steuerstufen an die Einkommensentwicklung, wie sie offenbar auch der Finanzminister anstrebt. Finanziert werden könnte dies durch Einsparungen im Zuge einer Verwaltungsreform.

Auch bei den Pensionen sieht Khol dringenden Reformbedarf. Er bemängelte das noch immer fehlende Bonus-Malus-Modell sowie das ausständige Pensionsmonitoring, das seit Monaten für politische Reibereien sorgt. 

Unterstützung erhielt Khol von der Wiener Seniorenbund-Obfrau Ingrid Korosec, die mehr Tempo im Gesundheitsbereich forderte. Sie kritisierte, dass es in Wien bei Modellprojekten für Erstversorgungszentren (Primary Health Care) und Gruppenpraxen kaum vorangehe. Wiens Bürgermeister Michael Häupl (SPÖ) müsse hier deutlich mehr Druck ausüben, so Korosec. Zudem verlangte sie neu verhandelte Hausarzt-Verträge, längere Öffnungszeiten sowie einen stärkeren Fokus auf Beratung und Vorsorge.",de,gemini
"**„Satire darf alles“: Spiegel-Chefredakteur Brinkbäumer über Bezahlmodelle, Erdoğan und Meinungsfreiheit**

Wien – Anlässlich eines Auftritts bei den Wiener Journalismustagen hat sich ""Spiegel""-Chefredakteur Klaus Brinkbäumer im Gespräch mit dem *STANDARD* zu aktuellen Herausforderungen des Nachrichtenmagazins geäußert. Dabei sprach er über die geplante Digitalstrategie, den Umgang mit Kritik und brisante politische Themen.

Im kommenden Monat startet der *Spiegel* erste Tests für ein neues Bezahlmodell im Netz. Brinkbäumer betonte, dass der Begriff „Bezahlschranke“ für ihn zu abweisend klinge. Ziel sei es nicht, treue Nutzer zu vergraulen, sondern hochwertigen Journalismus anzubieten, für den Leser künftig gerne zahlen. Während Tagesaktuelles weiterhin frei verfügbar bleiben soll, müssen sich Nutzer für exklusive Inhalte auf Kosten einstellen. Als Vorbild dient dabei unter anderem die *New York Times*, die den digitalen Wandel frühzeitig verstanden habe.

Auch das Thema Adblocker sieht der Chefredakteur kritisch: Um Qualitätsjournalismus langfristig zu finanzieren, schließt er technische Sperren für Werbeverweigerer nicht aus. 

Mit Blick auf Hasskommentare im Netz setzt der *Spiegel* auf einen offeneren Kurs. Statt Foren zu schließen, pflege man den direkten Dialog mit den Lesern, sofern die Moderation antisemitische oder andere inakzeptable Beiträge konsequent unterbinde. Auch dem Vorwurf der „Lügenpresse“ begegnet das Magazin unbeeindruckt: Man lasse sich durch Verunglimpfungen nicht einschüchtern, arbeite unabhängig von Politik und Wirtschaft und gebe eigene Fehler transparent zu. 

Thematisiert wurde zudem die heikle Situation in der Türkei, weshalb man den Korrespondenten Hasnain Kazim abziehen musste. Erdoğan-Kritik bleibe jedoch bestehen – für Kazim sei das Arbeiten vor Ort ohne Akkreditierung schlicht unmöglich geworden. Klare Worte fand Brinkbäumer zur Causa Böhmermann: Satire müsse alles dürfen, und die Kunstfreiheit dürfe dort nicht Halt machen, wo es unbequem wird. Das Einlenken von Bundeskanzlerin Merkel in dieser Debatte hält er für einen Fehler.

Zu dem kürzlich geleakten internen Innovationsreport zeigte sich Brinkbäumer gelassen. Solche Papiere müsstenungslos Probleme aufzuzeigen, sei in einem Veränderungsprozess gesund und zeuge von einer offenen Diskussionskultur. Abschließend wies er den Eindruck zurück, es gebe weiterhin unüberbrückbare Gräben zwischen Online- und Printredaktion. Die Zusammenarbeit laufe längst Hand in Hand, und man ziehe gemeinsam an einem Strang.",de,gemini
"Eigentlich war Wolf Wondratscheks Gedichtband *For a Life without a Dentist* als strenge bibliophile Rarität mit einer Auflage von nur 444 Exemplaren geplant. Doch weil diese ersten Bücher im Handumdrehen vergriffen waren und zudem einige Korrekturen anstanden, schoben Autor und Verlag noch eine zweite Auflage von 500 Stück nach. Der provokante Titel – den sich wohl die allermeisten Leser, aber kaum ein Zahnarzt wünschen – stammt von einer Arbeit des 1997 verstorbenen Malers Martin Kippenberger aus dem Jahr 1984.

Der Band versammelt 42 Gedichte, die Wondratschek teils für sich selbst, vor allem aber für seinen Sohn Raoul verfasste, der am 27. Juli 1991 zur Welt kam. Das erste Gedicht entstand direkt am Tag der Geburt. Wondratschek, damals 49 Jahre alt, beschreibt diesen Moment als plötzliche, unvorbereitete Ankunft in der Vaterrolle. Inhaltlich schließt das Buch an seinen Roman *Das Geschenk* (2011) an, in dem ein altersweiser „Drecksack“ namens Chuck spätes Vaterglück erfährt. Ein Kritiker der *FAZ* brachte diese Haltung treffend auf den Punkt: Vater ja, angepasst niemals! 

Obwohl Wondratschek und sein Sohn ab Raouls fünftem Lebensjahr getrennten Haushalten lebten, bezeichnet der Autor ihre Beziehung als äußerst eng. Dass ihm das Etikett des Scheidungskinds und das Fehlen bürgerlicher Harmonie nachgesagt werden könnte, wischt Wondratschek beiseite: Solche Kategorien hätten auch einen Hermann Hesse verhindert. Er habe das ungeschützte Kind immer spannender gefunden als das behütete und seinen Sohn nie mit ängstlichem Blick beobachtet. 

Statt Geburtstagsgeld steckte der Vater dem Sohn zu festlichen Anlässen traditionell Umschläge mit Gedichten zu – frei von jeglichem pädagogischen Eifer oder der Absicht, den Nachwuchs an die Poesie heranzuführen. Für Wondratschek basiert Beziehung auf stiller Verbundenheit: Die Botschaft lautet schlicht, dass einem das eigene Schreiben so wichtig ist, dass man es dem Kind schenkt. Dem oft so übergriffigen Belehrungsdrang Erwachsener erteilte er eine Absage, auch wenn es im Buch die seltene Ausnahme eines väterlichen Rats gibt: *„In jedem Raum gibt es eine Ecke, die interessanter ist als die übrigen drei – und der setze dich gegenüber.“* Ansonsten ging es ihm darum, den Sohn frei von Befehlen aufwachsen zu lassen und ihm vor allem zu vermitteln, dass ihm das eigene Leben wichtig sein muss.

Inzwischen hat Raoul Medientechnik studiert und Verlagsvolontariate absolviert, ohne sich festlegen zu müssen – für den Vater kein Problem. Ein Kind müsse nicht früh wissen, wohin der Weg führt; entscheidend seien Empathie, Neugier und Anstand. Ein Karrierefreak wäre ihm ohnehin fremd gewesen. Zum Abschied hat Wondratschek der Redaktion übrigens ein exklusives, bislang unveröffentlichtes Gedicht überlassen, das im Infokasten zu finden ist.",de,gemini
"Hier ist eine überarbeitete Version im natürlichen Nachrichtenstil, die den Inhalt und die Länge des Originals beibehält:

**New York – Mit dem geplanten Kauf des Datenspeicherspezialisten EMC will Dell seine Marktposition deutlich stärken und den Druck auf Konkurrenten wie Hewlett-Packard erhöhen.** Wie am Rande der Verhandlungen bekannt wurde, soll das Gesamtpaket für die EMC-Anteilseigner einen Wert von 33,15 Dollar je Aktie haben. Das Angebot setzt sich aus 24,05 Dollar in bar sowie einem speziellen Wertpapier zusammen, das den Anteil an der Softwaretochter VMware abbildet. Damit liegt die Offerte knapp 20 Prozent über dem EMC-Schlusskurs vom Freitag. Über die Transaktion war im Vorfeld bereits tagelang spekuliert worden. 

Für den Mega-Deal greifen Firmengründer Michael Dell und der beteiligte Finanzinvestor Silver Lake tief in die Tasche: Medienberichten zufolge nehmen sie Kredite in Höhe von rund 40 Milliarden Dollar bei Banken auf. Erst vor zwei Jahren hatte Dell seine Firma mit Unterstützung von Investoren für 25 Milliarden Dollar von der Börse genommen. Nach dem aktuellen Zusammenschluss wollen Dell und Silver Lake etwa 70 Prozent der Anteile halten, die operative Leitung soll in den Händen von Michael Dell liegen.

Der komplexe Aufbau der Transaktion ist vor allem der VMware-Beteiligung geschuldet, die mehr als die Hälfte des EMC-Gesamtwerts ausmacht. VMware gilt in der Branche als äußerst wachstumsstark, da ihre Technologie virtuelle Computer und damit effizientere Rechenzentren ermöglicht. Die bisherige Tochter soll auch künftig als eigenständiges Unternehmen an der New Yorker Börse gelistet bleiben. 

Bis die Übernahme – vorbehaltlich der Zustimmung durch Behörden und Aktionäre – Mitte nächsten Jahres über die Bühne gehen kann, sind noch einige vertragliche Hürden zu nehmen. Laut einem Bericht der „Financial Times“ enthält die Einigung eine Klausel, die es EMC erlaubt, in den kommenden Wochen nach alternativen Käufern zu suchen. Damit soll vor allem der aktivistische Investor Elliott Management besänftigt werden, der seit längerem eine Abspaltung von VMware gefordert hatte, nun aber offenbar den Dell-Deal unterstützt. Dem Vernehmen nach soll unter anderem bei Microsoft und Cisco ausgelotet werden, ob dort Interesse an einer Übernahme besteht. 

Bereits beim Rückkauf seines eigenen Unternehmens hatte Michael Dell erbitterten Widerstand des Investors Carl Icahn überwinden müssen, der den Deal monatelang blockiert hatte, bis der Preis nachgebessert wurde. Für EMC löst der Verkauf zudem eine personelle Frage: Der langjährige Firmenchef Joe Tucci, der das Unternehmen seit 2001 führt, wollte sich mit 68 Jahren ohnehin bald in den Ruhestand verabschieden. 

Mit dem Milliardendeckel wird der bisherige Rekord in der Tech-Branche aus diesem Jahr abgelöst: Erst im Mai hatte der Chipkonzerne Avago angekündigt, den US-Rivalen Broadcom für rund 37 Milliarden Dollar schlucken zu wollen.",de,gemini
"Hier ist eine überarbeitete Version im typischen Nachrichtenstil, die in Länge und Inhalt dem Original entspricht:

**ÖAW-Präsident Zeilinger fordert mehr Geld für die Forschung**

**Wien –** Der Präsident der Akademie der Wissenschaften (ÖAW), Anton Zeilinger, schlägt Alarm und fordert vom künftigen Staatsoberhaupt massiven Rückhalt für den Forschungsstandort. Angesichts akuter Budgetengpässe – insbesondere beim Wissenschaftsfonds FWF – könne es „so nicht weitergehen“, betonte Zeilinger im Gespräch mit der APA am Rande der ÖAW-Jahresfeier am Freitag. Da der Bundespräsident traditionell die Schirmherrschaft über die Akademie innehat, blickt man in der ÖAW mit großer Spannung auf die Stichwahl am Sonntag. 

Während Zeilinger eine Wahlempfehlung für die Kandidaten vermied, betonte er die Notwendigkeit eines Präsidenten, der den internationalen Charakter von Forschung versteht und die Wissenschaft besonders bei EU-Projekten stark unterstützt. Auch für den chronisch unterfinanzierten FWF fordert er finanzielle Nachbesserung. Erst kürzlich hatte die Junge Kurie wegen der leeren Kassen vor Schäden für Österreich als Forschungsnation gewarnt. Zeilinger mahnte die Politik, diese Sorgen ernst zu nehmen, vor allem um dem Nachwuchs Perspektiven zu bieten. Zwar habe er Verständnis für höhere Sicherheitsbudgets im Finanzrahmen, es fehle ihm jedoch jedes Verständnis dafür, „dass man nicht gleichzeitig die Ausgaben für Wissenschaft kräftig erhöht“. So schütze man zwar das Land, wisse aber bald nicht mehr, was es eigentlich zu verteidigen gilt. Die Geduld in der Forschungsgemeinschaft gehe jedenfalls zur Neige.

Positives berichtete Zeilinger über die interne Reform der Akademie, die nach jahrelangen Debatten nun in kollegialer Atmosphäre abgeschlossen sei. Neue Satzungen und Geschäftsordnungen setzen die Trennung zwischen Gelehrtengesellschaft und Forschungsträger weitgehend um. Die beiden Klassen der Akademie – philosophisch-historisch sowie mathematisch-naturwissenschaftlich – konzentrieren sich künftig auf die wissenschaftliche Arbeit und sind von der Institutsverwaltung entlastet. Den Zusammenhalt sichern der Präsident sowie der reformierte Akademierat, in dem künftig keine Institutsmitarbeiter mehr sitzen dürfen. Ein Vorstoß für nur noch eine Mitgliederkategorie scheiterte hingegen knapp an der nötigen Zweidrittelmehrheit, was Zeilinger demokratisch akzeptierte. Zudem wird die Junge Kurie in „Junge Akademie“ umbenannt, der Public Corporate Governance Kodex umgesetzt und die Kontrollbefugnis des Finanzchefs gestärkt.

„Das ist abgehakt, jetzt können wir uns noch stärker den wichtigen Aufgaben zuwenden“, so Zeilinger. Dazu zähle die vorangetriebene Internationalisierung der ÖAW, etwa durch ein neues Abkommen mit Kuba. Zudem will sich die Akademie verstärken drängenden Zukunftsfragen widmen und den Dialog mit der Politik suchen. Noch in diesem Jahr sollen zwei ÖAW-Studien zu den Themen „Digitaler Stillstand“ und „Mobilität“ vorgelegt werden.",de,gemini
"Hier ist eine umformulierte Version im natürlichen Nachrichtenstil, die in Länge und Inhalt dem Original entspricht:

**Dutzende Festnahmen bei internationalem Schlag gegen Kindesmissbrauch**

Mexiko-Stadt – Ermittler in Nord-, Mittel- und Südamerika sowie in Europa haben ein großes Pädophilen-Netzwerk zerschlagen. Wie die mexikanische Sicherheitskommission CNS am Sonntag bekanntgab, wurden bei koordinierten Razzien mindestens 60 mutmaßliche Täter festgenommen, die kinderpornografisches Material über das Internet verbreitet haben sollen. Im Zuge der gleichzeitigen Durchsuchungen gelang den Einsatzkräften zudem die Befreiung von vier Opfern; drei von ihnen im Alter von neun, 14 und 15 Jahren wurden in Mexiko angetroffen. Die großangelegte Operation stand unter der gemeinsamen Leitung des FBI und südamerikanischer Polizeibehörden. Neben den USA und Mexiko fanden Einsätze in Spanien sowie in neun weiteren lateinamerikanischen Ländern statt, darunter Brasilien, Argentinien und Kolumbien.",de,gemini
"Hier ist eine umformulierte Version im typischen Nachrichtenstil, die in Länge und Inhalt dem Original entspricht:

**Wirtschaftskammer-Chef sieht genug Jobs – Kritik an Mindestsicherung**

Wien – Ende Juli waren in Österreich 376.522 Menschen arbeitslos gemeldet – ein Zustand, den der Präsident der Wirtschaftskammer, Christoph Leitl, so nicht hinnehmen will. In einem Interview mit dem „Volksblatt“ zeigte er sich überzeugt davon, dass jeder, der arbeiten möchte, auch einen Job finden könne. Einschränkend fügte er hinzu: Das gelinge zwar nicht immer direkt vor der Haustüre und selten im absoluten Wunschberuf, aber die Arbeit sei grundsätzlich da. 

Kritische Worte fand Leitl zur Mindestsicherung, die seiner Ansicht nach den Arbeitsanreiz massiv dämpfe. Es störe ihn spürbar, so Leitl, dass Bezieher von Mindestsicherung inklusive aller Transferleistungen netto oft auf das gleiche Einkommen kommen wie Beschäftigte mit einem Bruttolohn von 1.700 Euro. 

Mit Blick auf den Wirtschaftsstandort Österreich forderte Leitl zudem ein Ende der Bequemlichkeit. Angesichts der globalen Konkurrenz durch „hungrige Asiaten“ und „dynamische Amerikaner“ müsse das Land bei Lohn- und Produktionskosten raus aus der Komfortzone und sich den harten Realitäten des Weltmarkts stellen.",de,gemini
